;mean;std;2.5q;25q;50q;75q;97.5q;mc err
a_subj(empathy).28;2.440148203;0.254890195;1.994591531;2.256446572;2.421740781;2.600513237;3.007253577;0.005894328
a_subj(empathy).29;1.739406953;0.184522443;1.415708315;1.610397876;1.726136847;1.850924013;2.137072349;0.004375091
a_subj(empathy).30;1.855132533;0.277825573;1.386636143;1.659480984;1.828638969;2.026261684;2.473136938;0.007106606
a_subj(empathy).31;2.289371962;0.222396194;1.907704024;2.132882384;2.270335831;2.433023161;2.770227541;0.004777252
a_subj(empathy).32;1.986080156;0.187201296;1.649649723;1.852333145;1.975753193;2.107290847;2.379274613;0.003922495
a_subj(multi-motive).0;2.498432025;0.368258963;1.859359844;2.234891369;2.47987842;2.729895861;3.269714802;0.010994942
a_subj(multi-motive).1;1.787351516;0.219487482;1.397839456;1.629835359;1.775380536;1.92956713;2.25581161;0.005162078
a_subj(multi-motive).2;2.026724482;0.168814909;1.712459257;1.90861299;2.018853955;2.13407792;2.383736289;0.004220673
a_subj(multi-motive).3;2.349192575;0.219310966;1.959857175;2.194698691;2.3338458;2.488508616;2.830799588;0.004688402
a_subj(multi-motive).4;2.993912476;0.433534376;2.263396913;2.683502618;2.96035828;3.259541709;3.937932596;0.013653908
a_subj(multi-motive).5;3.114310508;0.327718994;2.535406643;2.876502238;3.095032998;3.32120144;3.779141584;0.009061908
a_subj(multi-motive).6;1.93872491;0.167148294;1.638815786;1.818247975;1.928908145;2.047598644;2.291365017;0.003948068
a_subj(multi-motive).7;2.011097184;0.177026318;1.690888154;1.886417349;2.002794279;2.127601873;2.389249034;0.004366522
a_subj(multi-motive).8;1.959292098;0.173800599;1.632944942;1.840914301;1.951103112;2.074016054;2.318286187;0.003858526
a_subj(multi-motive).9;2.55079666;0.2505148;2.109475622;2.373400348;2.536222714;2.717096429;3.077442536;0.005963483
a_subj(multi-motive).10;2.273267282;0.24257896;1.85064234;2.106328242;2.259989436;2.419498553;2.802482853;0.006178153
a_subj(multi-motive).11;2.052842672;0.181724565;1.723662362;1.926463238;2.043710038;2.167818156;2.43849754;0.004706505
a_subj(multi-motive).12;2.249773269;0.173952535;1.934874292;2.12940125;2.241062067;2.361030261;2.620694357;0.004105253
a_subj(multi-motive).13;3.280674346;0.431297706;2.53082916;2.976164588;3.25374087;3.562664149;4.179035741;0.012409897
a_subj(multi-motive).14;3.086834422;0.422902264;2.351530749;2.793642449;3.058695487;3.349023398;3.994330553;0.013186058
a_subj(multi-motive).15;2.169260784;0.205293811;1.797372447;2.030003296;2.157184287;2.301148095;2.600349181;0.004388934
a_subj(multi-motive).16;2.241351185;0.293554234;1.737640561;2.0355827;2.214524086;2.425005801;2.874560642;0.007569202
a_subj(multi-motive).17;1.197324832;0.146553128;0.927358709;1.097445712;1.191606198;1.29162418;1.511841771;0.003287313
a_subj(multi-motive).18;2.219457414;0.199715178;1.858920693;2.081185627;2.208650219;2.345834335;2.641156153;0.004373481
a_subj(multi-motive).19;2.765143432;0.243761209;2.331038085;2.596250751;2.753433802;2.925670635;3.272464684;0.005222633
a_subj(multi-motive).20;2.184101123;0.16396159;1.881431359;2.06903822;2.177088726;2.292403389;2.539483931;0.003264387
a_subj(multi-motive).21;2.133587485;0.211991481;1.752290319;1.98286411;2.118607759;2.26874604;2.581028802;0.005015378
a_subj(multi-motive).22;2.283133783;0.219645125;1.87416667;2.129222375;2.27462941;2.427405246;2.73672711;0.00646128
a_subj(multi-motive).23;1.667067717;0.172997217;1.354378398;1.548676552;1.659641632;1.778278378;2.037967706;0.004578183
a_subj(multi-motive).24;2.470767386;0.205701616;2.09825767;2.328965931;2.453901202;2.606703014;2.908898824;0.004845263
a_subj(multi-motive).25;2.377143105;0.195547076;2.03186999;2.23791632;2.365204389;2.504637967;2.781328894;0.003563747
a_subj(multi-motive).26;1.995064401;0.177633526;1.67744406;1.870978812;1.985094233;2.111955576;2.375459827;0.004042891
a_subj(multi-motive).27;2.03927822;0.340931455;1.453092771;1.797949875;2.009874493;2.247585883;2.754715408;0.008870141
a_subj(multi-motive).28;2.554579509;0.314139721;2.002794439;2.333938388;2.533992591;2.752265846;3.23300548;0.00905728
a_subj(multi-motive).29;2.24563047;0.336450465;1.658426251;2.002770792;2.222848319;2.460367983;2.954057643;0.008895305
a_subj(multi-motive).30;2.335800863;0.301752132;1.802797454;2.121260503;2.313181591;2.531892741;2.985494076;0.007100723
a_subj(multi-motive).31;3.009907876;0.285823576;2.498872689;2.807733374;2.994132851;3.187328176;3.622688845;0.007045903
a_subj(multi-motive).32;2.622814005;0.218566271;2.233636006;2.468248787;2.612245717;2.7644283;3.099211067;0.004925919
a_subj(reciprocity).0;1.695623815;0.293237732;1.185115913;1.48676077;1.672219298;1.871793994;2.333495035;0.007659119
a_subj(reciprocity).1;2.286304435;0.186375589;1.952695042;2.150855458;2.278913823;2.409445382;2.672947525;0.003821635
a_subj(reciprocity).2;2.19188418;0.18858106;1.855223411;2.058765351;2.184918681;2.313254197;2.582959452;0.004318927
a_subj(reciprocity).3;2.21357797;0.194174105;1.852844351;2.078540507;2.204823853;2.341710435;2.613745704;0.00426227
a_subj(reciprocity).4;2.200710753;0.285195602;1.717486661;2.000959551;2.177326717;2.373334559;2.844475211;0.007204822
a_subj(reciprocity).5;1.925768262;0.212020111;1.556344372;1.777223192;1.910445812;2.058261791;2.379047251;0.005029864
a_subj(reciprocity).6;1.920808483;0.185970701;1.590438462;1.793920849;1.906280843;2.036613409;2.319576773;0.004159752
a_subj(reciprocity).7;1.930904052;0.160559489;1.640053637;1.816259874;1.923016843;2.036996239;2.267378195;0.004086926
a_subj(reciprocity).8;1.842500612;0.159158992;1.545524827;1.73377106;1.832701241;1.945147228;2.185368311;0.003375709
a_subj(reciprocity).9;2.631263787;0.263192496;2.173079917;2.451068753;2.614250153;2.794976287;3.223315126;0.006119873
a_subj(reciprocity).10;2.502945656;0.287699717;1.99104614;2.300933508;2.482453891;2.694742475;3.093122313;0.007010284
a_subj(reciprocity).11;1.698308437;0.160400931;1.410040233;1.584830445;1.686312473;1.802325814;2.032568255;0.004340573
a_subj(reciprocity).12;2.245044182;0.176224625;1.934651127;2.123070237;2.232668179;2.356095694;2.627778567;0.003417379
a_subj(reciprocity).13;1.688259738;0.28569932;1.220574829;1.478488714;1.660264264;1.865412318;2.328405078;0.007587155
a_subj(reciprocity).14;2.504367848;0.189894633;2.154202609;2.371012564;2.496324957;2.623838768;2.915676269;0.003659143
a_subj(reciprocity).15;1.79269606;0.195915121;1.446801346;1.653054898;1.785174834;1.919970291;2.203711677;0.004645328
a_subj(reciprocity).16;2.648067996;0.33732731;2.075043314;2.405753713;2.62023667;2.862070861;3.389628974;0.009281701
a_subj(reciprocity).17;1.353060146;0.141149855;1.097048928;1.254909037;1.345276023;1.443378975;1.646105894;0.003476308
a_subj(reciprocity).18;2.239883683;0.186707449;1.907275474;2.107209656;2.232895785;2.359960641;2.635689853;0.004147743
a_subj(reciprocity).19;2.335982121;0.186771895;1.998809462;2.206179873;2.329271072;2.449630977;2.735896761;0.005166707
a_subj(reciprocity).20;2.079494086;0.156080264;1.78722313;1.969083476;2.074572587;2.184418247;2.39954169;0.003560004
a_subj(reciprocity).21;2.049846887;0.183116599;1.723772156;1.920643987;2.0401445;2.166636935;2.429749303;0.003989539
a_subj(reciprocity).22;2.697883651;0.294195336;2.141423155;2.490869805;2.684643487;2.888409003;3.29343277;0.010396221
a_subj(reciprocity).23;1.589518431;0.147902692;1.322301138;1.49066204;1.580700162;1.685953166;1.898655304;0.003537421
a_subj(reciprocity).24;2.645669331;0.243200522;2.218063148;2.480961646;2.631111641;2.793061071;3.175595425;0.005794686
a_subj(reciprocity).25;2.466824772;0.218954786;2.078414317;2.310913177;2.452562946;2.606146353;2.930272341;0.004845956
a_subj(reciprocity).26;2.171888948;0.161045912;1.876897322;2.059035922;2.164421747;2.277167312;2.505497466;0.003520079
a_subj(reciprocity).27;2.076546788;0.193099845;1.736976463;1.942689689;2.065689473;2.192321381;2.477695974;0.004591992
a_subj(reciprocity).28;2.75027402;0.296316867;2.242852627;2.538436335;2.725973824;2.936338916;3.393482383;0.007331174
a_subj(reciprocity).29;2.035208462;0.229798193;1.633417627;1.876270426;2.021153482;2.180399573;2.518322377;0.00548109
a_subj(reciprocity).30;1.734309352;0.154536458;1.454035798;1.627222995;1.726673238;1.832415771;2.06525986;0.00359447
a_subj(reciprocity).31;2.331985523;0.217676557;1.940716305;2.181229959;2.322661641;2.470931644;2.799789712;0.004864687
a_subj(reciprocity).32;2.38793567;0.202365913;2.020383609;2.243431393;2.376993526;2.516597363;2.822908686;0.003970902
t;0.930487085;0.037554375;0.857429711;0.905326135;0.929829046;0.954831829;1.005968524;0.001244262
t_std;0.196590474;0.028771404;0.149866092;0.175799107;0.193678128;0.213583884;0.263181046;0.000694319
t_subj.0;0.727406932;0.036110038;0.652811949;0.705258415;0.728141855;0.751549609;0.796181172;0.001161326
t_subj.1;1.062100201;0.035475817;0.986862128;1.039999987;1.064581899;1.086735148;1.125479926;0.001304956
t_subj.2;1.028093034;0.037223631;0.951956039;1.003948185;1.029425375;1.053313553;1.095996842;0.001363993
t_subj.3;0.89352412;0.044972487;0.800707614;0.86485464;0.894747058;0.924711255;0.97514255;0.001308528
t_subj.4;0.690692841;0.040699121;0.605123488;0.664204739;0.69301466;0.718609118;0.764899552;0.001385843
t_subj.5;0.827408899;0.041404833;0.741922573;0.800646805;0.828864077;0.855606498;0.906559413;0.001420948
t_subj.6;1.05711201;0.032583506;0.990776454;1.035369284;1.058452674;1.080180096;1.117171225;0.001152725
t_subj.7;1.402345344;0.039158384;1.321739416;1.376257578;1.405291418;1.430714182;1.472932289;0.001470828
t_subj.8;0.865169627;0.036335458;0.79083777;0.841810856;0.865352142;0.890710309;0.933307214;0.0010904
t_subj.9;0.67302123;0.046116293;0.582159659;0.642547753;0.673968263;0.703387415;0.76334295;0.001451623
t_subj.10;0.936345274;0.040732989;0.852247163;0.909221018;0.938935789;0.964558867;1.011090632;0.001507829
t_subj.11;1.133754802;0.055910768;1.027229792;1.088502077;1.140536528;1.176194951;1.232376795;0.002160644
t_subj.12;1.189913961;0.047340041;1.090933214;1.157411322;1.193287692;1.224000607;1.274837357;0.001583376
t_subj.13;0.88233016;0.031063535;0.815639547;0.862621503;0.884674451;0.904506981;0.936072458;0.001094161
t_subj.14;1.027815878;0.0333422;0.958973388;1.006607003;1.028644807;1.050251525;1.089993606;0.001217375
t_subj.15;0.883514251;0.034491322;0.815143287;0.861000963;0.883593169;0.90707182;0.949020511;0.001447113
t_subj.16;1.247177024;0.033872265;1.176559107;1.22512184;1.249756397;1.270398167;1.307609231;0.001187461
t_subj.17;0.707697748;0.035144263;0.632717303;0.685432277;0.710125382;0.732169798;0.770636693;0.001139562
t_subj.18;0.675434492;0.04458612;0.585778018;0.646916921;0.676151465;0.70490949;0.759175521;0.001318184
t_subj.19;0.852375318;0.049725838;0.743795278;0.819898531;0.857420613;0.888473295;0.937673223;0.001710234
t_subj.20;1.12262043;0.043836731;1.033281544;1.094730305;1.124076188;1.151828279;1.206538797;0.001179248
t_subj.21;1.136288152;0.034010495;1.067131965;1.113736788;1.1373089;1.159769384;1.200889824;0.000991653
t_subj.22;1.32173383;0.083945666;1.184434083;1.262512973;1.317407728;1.358414703;1.506888557;0.004498998
t_subj.23;0.796322625;0.029705722;0.735568196;0.777848425;0.796740281;0.814675497;0.856499847;0.001188755
t_subj.24;0.885237908;0.040247949;0.803498416;0.859140426;0.886090615;0.913213686;0.959692225;0.001266776
t_subj.25;0.939908426;0.042109047;0.854025751;0.912023544;0.940287324;0.969911338;1.018727117;0.001487708
t_subj.26;0.895806859;0.039361805;0.81669615;0.868870988;0.896981621;0.924094074;0.969294851;0.001307756
t_subj.27;0.734831455;0.040293979;0.652473146;0.708080449;0.735065881;0.763055403;0.81263677;0.001452224
t_subj.28;0.895094525;0.040842584;0.80992435;0.869105424;0.896668675;0.922384015;0.970572656;0.001570732
t_subj.29;0.806359942;0.036110386;0.734800205;0.783994027;0.806515956;0.829151417;0.879358469;0.001257432
t_subj.30;0.819665357;0.030348357;0.756103357;0.800318739;0.820933561;0.83999819;0.878204841;0.001331148
t_subj.31;0.999979483;0.041763033;0.910537539;0.974097362;1.002863402;1.028355584;1.076496787;0.001393553
t_subj.32;0.739214662;0.049683831;0.637724287;0.706504812;0.741375104;0.772809258;0.835065397;0.001333323
sv;0.518322139;0.066660872;0.384660562;0.47332267;0.520905455;0.563617712;0.641064541;0.00379215
sz;0.044524318;0.033936994;0.002044221;0.01753565;0.037179965;0.064386407;0.127413289;0.000663
st;0.620938932;0.027422897;0.56906888;0.602833313;0.620305836;0.637712926;0.680201541;0.001740098
z(control);0.564740855;0.017133271;0.530793335;0.553204667;0.564792992;0.57627804;0.598520049;0.000729874
z(empathy);0.59473422;0.018231559;0.559938072;0.582400328;0.594631807;0.60741296;0.630074163;0.000906919
z(multi-motive);0.610771672;0.018096933;0.574736852;0.598732685;0.61091292;0.623325514;0.646205214;0.000904355
z(reciprocity);0.572635204;0.017986098;0.538721657;0.560107882;0.57235109;0.584964862;0.607941088;0.000873709
z_std;0.222297039;0.040648416;0.134227929;0.197214214;0.224338756;0.248977788;0.298105739;0.002949655
z_subj(control).0;0.523386556;0.047259194;0.423670101;0.493534259;0.524777949;0.555677959;0.611642986;0.001391833
z_subj(control).1;0.542766235;0.048773609;0.441508649;0.510092723;0.543957825;0.576465749;0.637599272;0.001253551
z_subj(control).2;0.511813765;0.048411517;0.416980239;0.47900512;0.512684435;0.546995597;0.603245405;0.001516539
z_subj(control).3;0.59330389;0.043895951;0.507741004;0.564126391;0.593544774;0.622945319;0.67943414;0.001073694
z_subj(control).4;0.604376257;0.04661705;0.514195765;0.572308896;0.604096185;0.635896711;0.696258364;0.001437869
z_subj(control).5;0.54511002;0.047470399;0.448915225;0.514251729;0.545313952;0.577114089;0.635919316;0.001081681
z_subj(control).6;0.53878209;0.046294867;0.44475431;0.508218916;0.539826352;0.569918273;0.62737089;0.001155002
z_subj(control).7;0.570690647;0.047435124;0.478602199;0.538550878;0.570568067;0.602807263;0.664497333;0.001135764
z_subj(control).8;0.632317429;0.047644272;0.538889732;0.600370013;0.632312035;0.664760869;0.725429299;0.001688339
z_subj(control).9;0.627748499;0.046723181;0.536969742;0.596178658;0.62816881;0.659156934;0.72195222;0.00161287
z_subj(control).10;0.607154294;0.047781128;0.51783048;0.57472067;0.606682539;0.639874556;0.702807661;0.001612655
z_subj(control).11;0.513012493;0.048457258;0.413345791;0.481574633;0.514492566;0.545097417;0.606469609;0.001477365
z_subj(control).12;0.562280662;0.044364055;0.475661209;0.531102478;0.563293037;0.592917722;0.645957826;0.000972052
z_subj(control).13;0.519640172;0.049921627;0.417586661;0.487534273;0.521846903;0.554002789;0.612130066;0.001644865
z_subj(control).14;0.549288699;0.046137235;0.456004969;0.519785204;0.550179036;0.580462783;0.639611704;0.001098025
z_subj(control).15;0.525912416;0.04739375;0.431649095;0.494338175;0.525961935;0.558610758;0.615625691;0.001377305
z_subj(control).16;0.644236042;0.046716138;0.552276229;0.613467317;0.64380099;0.676589055;0.735352801;0.001972468
z_subj(control).17;0.551999162;0.048826677;0.449288382;0.520299062;0.553179789;0.584567593;0.64661135;0.001166772
z_subj(control).18;0.587901522;0.045286528;0.498201032;0.558282017;0.588062895;0.619155391;0.6739673;0.00123263
z_subj(control).19;0.5406325;0.045383824;0.448748924;0.510814578;0.541054515;0.570141517;0.628428058;0.001186078
z_subj(control).20;0.579430437;0.043786607;0.492841666;0.55009921;0.57930929;0.608928324;0.66714364;0.001062595
z_subj(control).21;0.577205704;0.04661662;0.48537943;0.545773904;0.578336048;0.608698403;0.668083344;0.001172259
z_subj(control).22;0.58595985;0.044768825;0.498014556;0.555898551;0.586347049;0.616435281;0.672274947;0.001114999
z_subj(control).23;0.593247673;0.049913518;0.490470426;0.560167172;0.593144066;0.626677603;0.690246179;0.001460927
z_subj(control).24;0.582558107;0.042597009;0.499676657;0.553764423;0.58345378;0.611792374;0.666283388;0.001011921
z_subj(control).25;0.543749217;0.045595844;0.451348573;0.514325544;0.54500565;0.573723576;0.633276939;0.001057743
z_subj(control).26;0.535892322;0.04764034;0.439522128;0.50414167;0.537593901;0.568099163;0.625584371;0.001302746
z_subj(control).27;0.498027328;0.05343778;0.384520751;0.463830465;0.500487811;0.535511429;0.594794204;0.00199298
z_subj(control).28;0.550661495;0.04677725;0.453661904;0.520302955;0.552365905;0.581994171;0.639219227;0.001228278
z_subj(control).29;0.599977735;0.053979731;0.495002711;0.564739796;0.599371511;0.633593976;0.70925799;0.001603652
z_subj(control).30;0.513693457;0.047623379;0.418875638;0.481656921;0.515305251;0.546935698;0.602280308;0.0013882
z_subj(control).31;0.572998812;0.044624772;0.48487513;0.543532004;0.573147813;0.603121954;0.6591123;0.001148837
z_subj(control).32;0.589867961;0.044775007;0.501266211;0.558977989;0.590938174;0.619531858;0.675029174;0.001258586
z_subj(empathy).0;0.648651687;0.055892847;0.539076655;0.61010542;0.647461832;0.687438928;0.757063107;0.002223539
z_subj(empathy).1;0.539859039;0.046048245;0.448594976;0.509730992;0.539414923;0.56995245;0.63225951;0.001335355
z_subj(empathy).2;0.557086536;0.047402956;0.459723476;0.526415475;0.558851368;0.589242377;0.646080492;0.00133052
z_subj(empathy).3;0.586234973;0.04356054;0.49890472;0.557176782;0.588086965;0.616159124;0.671286204;0.000945852
z_subj(empathy).4;0.640060508;0.049738146;0.540393949;0.607144898;0.640568414;0.674165539;0.735738405;0.00168625
z_subj(empathy).5;0.651497559;0.048289815;0.559260778;0.618072978;0.650651722;0.684043364;0.750157889;0.00189041
z_subj(empathy).6;0.652355588;0.046006095;0.561006181;0.621920832;0.653211427;0.683437992;0.741271177;0.001707622
z_subj(empathy).7;0.599102922;0.046007684;0.509202087;0.568327962;0.599625032;0.629887912;0.688487343;0.001298976
z_subj(empathy).8;0.528225284;0.052243715;0.425799584;0.492772885;0.529830615;0.565472531;0.625668676;0.001701297
z_subj(empathy).9;0.59721645;0.044596962;0.507889565;0.566770514;0.59703059;0.627630366;0.682918418;0.00131362
z_subj(empathy).10;0.598773895;0.044754934;0.508763034;0.569279794;0.599131248;0.629807476;0.686216516;0.001195879
z_subj(empathy).11;0.507817597;0.056463859;0.393852095;0.469634386;0.510409037;0.547955098;0.61223164;0.002304902
z_subj(empathy).12;0.604113876;0.041649261;0.520788215;0.57625075;0.604526633;0.632483684;0.684640101;0.000973031
z_subj(empathy).13;0.6033167;0.049799348;0.500844336;0.571452605;0.603761143;0.63823442;0.697880563;0.00162893
z_subj(empathy).14;0.635593167;0.049805348;0.537437403;0.603402575;0.634740001;0.669764354;0.731748483;0.001490234
z_subj(empathy).15;0.600695394;0.047529522;0.507107024;0.56868814;0.600966483;0.634642346;0.692529486;0.001337087
z_subj(empathy).16;0.603906222;0.044032407;0.515652963;0.574270554;0.605063392;0.634150618;0.685972236;0.001116283
z_subj(empathy).17;0.567190111;0.047587466;0.470111055;0.535437172;0.568470929;0.599554414;0.655885626;0.001227942
z_subj(empathy).18;0.577128169;0.04439743;0.486607412;0.547771021;0.577913089;0.607926342;0.659491708;0.001090028
z_subj(empathy).19;0.627444681;0.044034213;0.5390014;0.598031114;0.628003801;0.656560068;0.71385863;0.001419427
z_subj(empathy).20;0.608442952;0.043520705;0.519086974;0.579514744;0.609227872;0.639211653;0.691508503;0.001152093
z_subj(empathy).21;0.579094261;0.048988043;0.47910318;0.547137007;0.580067903;0.612961008;0.67282759;0.001383266
z_subj(empathy).22;0.547360171;0.051067338;0.445217909;0.512407541;0.549125986;0.583216549;0.642805726;0.001740499
z_subj(empathy).23;0.620611474;0.049602098;0.52091983;0.588596513;0.621056253;0.653561693;0.7191474;0.001577626
z_subj(empathy).24;0.584700387;0.046847841;0.490944688;0.553359282;0.585287758;0.616666841;0.675914627;0.001276204
z_subj(empathy).25;0.488047622;0.052519168;0.382179843;0.453103453;0.489803452;0.52520981;0.586866105;0.002056044
z_subj(empathy).26;0.605560155;0.045461516;0.515987265;0.575026775;0.606440014;0.635997763;0.694366295;0.001326148
z_subj(empathy).27;0.585341233;0.046120996;0.494418951;0.554887582;0.5865808;0.616130529;0.676608353;0.00120854
z_subj(empathy).28;0.602711656;0.0461585;0.514194665;0.570590758;0.602237877;0.635180908;0.691847951;0.00128171
z_subj(empathy).29;0.539664283;0.054292852;0.427147107;0.505433591;0.541287666;0.577806777;0.639767682;0.001635298
z_subj(empathy).30;0.629012733;0.051832384;0.526927616;0.593724014;0.629457052;0.664484742;0.729758815;0.001615608
z_subj(empathy).31;0.630679252;0.043865207;0.544419488;0.600869961;0.630861049;0.660602681;0.715765207;0.001331866
z_subj(empathy).32;0.65096701;0.047206957;0.561156077;0.619063646;0.651156814;0.68323909;0.744111893;0.001797152
z_subj(multi-motive).0;0.607345465;0.049816277;0.504210003;0.57543547;0.608959789;0.640434922;0.702426981;0.001383848
z_subj(multi-motive).1;0.604175603;0.050401508;0.500677589;0.571888448;0.606420612;0.637910213;0.700762265;0.001390838
z_subj(multi-motive).2;0.618572575;0.044958912;0.527524555;0.588579225;0.618624666;0.649832947;0.706283668;0.00117234
z_subj(multi-motive).3;0.649704307;0.043974844;0.561825981;0.619937644;0.650436089;0.679968913;0.736044277;0.001414859
z_subj(multi-motive).4;0.56852011;0.049550131;0.46976097;0.535370028;0.57007969;0.603080235;0.661526319;0.001561593
z_subj(multi-motive).5;0.569034953;0.047025847;0.476055243;0.537511338;0.569769407;0.601642464;0.658720455;0.001378062
z_subj(multi-motive).6;0.615930988;0.045161365;0.524763999;0.586591423;0.616173444;0.64544604;0.702266351;0.001278576
z_subj(multi-motive).7;0.601198539;0.045950196;0.508424713;0.571176868;0.602130411;0.631512922;0.690557071;0.001081357
z_subj(multi-motive).8;0.633418288;0.044387705;0.544218481;0.603859579;0.635315506;0.662773579;0.718198215;0.001179792
z_subj(multi-motive).9;0.657008001;0.045808516;0.56476763;0.626577298;0.657937415;0.687700618;0.744734866;0.00150599
z_subj(multi-motive).10;0.669684695;0.04699465;0.576271271;0.638535816;0.670531748;0.702406169;0.761526104;0.001785696
z_subj(multi-motive).11;0.566763839;0.046117368;0.471318546;0.537402698;0.568659314;0.598157837;0.652369269;0.00133189
z_subj(multi-motive).12;0.585814895;0.043446758;0.496875061;0.557555741;0.587053583;0.615029431;0.668728925;0.001135094
z_subj(multi-motive).13;0.554608819;0.050373545;0.448950752;0.52185347;0.557764166;0.589751814;0.644502483;0.001840191
z_subj(multi-motive).14;0.564189455;0.049293988;0.463094712;0.533293306;0.566578417;0.598246755;0.653647476;0.001706413
z_subj(multi-motive).15;0.596124484;0.045464364;0.5052634;0.566511658;0.59681428;0.626577866;0.683089652;0.001034112
z_subj(multi-motive).16;0.630667161;0.047951807;0.533477538;0.599375034;0.63108117;0.662612933;0.72369014;0.001358796
z_subj(multi-motive).17;0.653877764;0.050212904;0.554292196;0.620857876;0.655103746;0.686158896;0.754562905;0.001800795
z_subj(multi-motive).18;0.647204122;0.044528544;0.560179817;0.616756562;0.647555965;0.677691406;0.733028903;0.001345794
z_subj(multi-motive).19;0.568946201;0.050050299;0.460373173;0.537403027;0.572607958;0.603369071;0.659094654;0.001440982
z_subj(multi-motive).20;0.611795568;0.043252826;0.527336906;0.583107515;0.611954604;0.641931722;0.693055694;0.00111371
z_subj(multi-motive).21;0.615748397;0.045186258;0.52390571;0.58621857;0.616848295;0.647163876;0.70147389;0.001256639
z_subj(multi-motive).22;0.596472437;0.044820148;0.506062803;0.567625249;0.596466725;0.626463174;0.68502225;0.001370466
z_subj(multi-motive).23;0.624099348;0.048435545;0.523854709;0.593559483;0.62542871;0.656982648;0.714959561;0.001446299
z_subj(multi-motive).24;0.611494579;0.042547279;0.526834095;0.584011561;0.611573087;0.641021017;0.692865257;0.001059637
z_subj(multi-motive).25;0.607495233;0.046758899;0.512814875;0.576869241;0.608426112;0.639922372;0.694952768;0.001311394
z_subj(multi-motive).26;0.640782908;0.045419562;0.550338295;0.610210415;0.64192941;0.672161717;0.729315329;0.001382737
z_subj(multi-motive).27;0.637523283;0.051423002;0.534738781;0.602978478;0.637976661;0.673116517;0.737025001;0.001697651
z_subj(multi-motive).28;0.598921449;0.047318316;0.500627779;0.567625318;0.600857445;0.631587981;0.685861518;0.001375537
z_subj(multi-motive).29;0.636525372;0.049663176;0.535969246;0.604073734;0.637242326;0.670006536;0.731564892;0.001522428
z_subj(multi-motive).30;0.600960936;0.0483495;0.503699804;0.569156637;0.600846321;0.634686422;0.694272991;0.001425205
z_subj(multi-motive).31;0.555705811;0.045933987;0.460738875;0.525494409;0.557920129;0.58747922;0.640914544;0.001492999
z_subj(multi-motive).32;0.634469135;0.043334334;0.547840551;0.605470568;0.634797452;0.66394205;0.720014656;0.001183451
z_subj(reciprocity).0;0.625740398;0.053499125;0.520724005;0.588576603;0.626384153;0.661207831;0.732748614;0.001996673
z_subj(reciprocity).1;0.552060685;0.044230826;0.463162275;0.522858063;0.552278394;0.582191816;0.639887601;0.001103072
z_subj(reciprocity).2;0.54312055;0.046033905;0.452224116;0.512211441;0.543930875;0.574648748;0.629552987;0.001155718
z_subj(reciprocity).3;0.569538174;0.046115198;0.479135353;0.537958244;0.569933344;0.600236188;0.661244231;0.001333246
z_subj(reciprocity).4;0.598137665;0.050388777;0.498628759;0.564359905;0.597644749;0.631633822;0.699285188;0.001397835
z_subj(reciprocity).5;0.63026648;0.049852432;0.533086167;0.596770866;0.629827115;0.663777839;0.729456997;0.00197568
z_subj(reciprocity).6;0.623714736;0.046874829;0.531879403;0.591606569;0.62372565;0.654732228;0.716039228;0.001514556
z_subj(reciprocity).7;0.525309354;0.046845003;0.428598175;0.493800737;0.526740492;0.557403672;0.615054515;0.001334056
z_subj(reciprocity).8;0.550186246;0.0461049;0.457132453;0.519200316;0.551317249;0.580895689;0.637919605;0.001062225
z_subj(reciprocity).9;0.610776219;0.047706918;0.51960392;0.578241932;0.610191206;0.642289352;0.708445716;0.001485633
z_subj(reciprocity).10;0.553491703;0.048151293;0.454226275;0.521775342;0.554260215;0.585956997;0.645386491;0.001289933
z_subj(reciprocity).11;0.525529487;0.051017048;0.420694185;0.491982146;0.526950858;0.559519448;0.623048589;0.001588488
z_subj(reciprocity).12;0.562688646;0.044515963;0.47270267;0.533601155;0.563393263;0.592994441;0.649348387;0.001053991
z_subj(reciprocity).13;0.619870882;0.053201174;0.519073963;0.582698028;0.619082914;0.656622594;0.725344563;0.001819043
z_subj(reciprocity).14;0.58160783;0.043871849;0.49564625;0.551915946;0.581494693;0.611521231;0.668299235;0.000963429
z_subj(reciprocity).15;0.585532167;0.047825765;0.491799879;0.55356511;0.585309774;0.617866201;0.679546719;0.001442998
z_subj(reciprocity).16;0.558295444;0.050209532;0.460817621;0.524916859;0.558495002;0.59371685;0.655489872;0.001499552
z_subj(reciprocity).17;0.606484073;0.049847517;0.508566153;0.572299817;0.606594199;0.640706501;0.703593326;0.001655042
z_subj(reciprocity).18;0.520838276;0.04863894;0.42420031;0.487172531;0.521766218;0.55492986;0.613538066;0.001426168
z_subj(reciprocity).19;0.589555873;0.042782577;0.505826526;0.560361493;0.590297751;0.617950816;0.673575023;0.001173622
z_subj(reciprocity).20;0.549037609;0.043570839;0.462561663;0.519696358;0.549287044;0.57894989;0.633398047;0.001006353
z_subj(reciprocity).21;0.592843366;0.04511555;0.503442492;0.563681846;0.592630756;0.622576513;0.680432399;0.001234987
z_subj(reciprocity).22;0.53393366;0.048846544;0.436131176;0.501297799;0.535775395;0.567311471;0.628141599;0.001719042
z_subj(reciprocity).23;0.578723303;0.049257177;0.480184223;0.544654548;0.579901568;0.612264599;0.671384998;0.001190749
