,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(empathy).25,1.00958557093,0.24224208041,0.545260663161,0.8424784014,1.00616800994,1.17057272754,1.51321629364,0.00668031091072
v_subj(empathy).26,0.652194537519,0.228669223362,0.215374107486,0.490749104982,0.650406190235,0.805704016078,1.11020387649,0.00703221431157
v_subj(empathy).27,0.956490511932,0.253482706099,0.464544766624,0.783690962142,0.955406396482,1.12812778488,1.44181484587,0.0064550087095
v_subj(empathy).28,0.834916061125,0.245897190968,0.347325750364,0.669025181549,0.83508481562,1.0050986131,1.32104392683,0.00729573034121
v_subj(empathy).29,1.09049363045,0.316711534495,0.480294403511,0.86889098124,1.08105923831,1.30210033236,1.72624432418,0.00897084853013
v_subj(empathy).30,1.32425649986,0.367646779221,0.641477925257,1.07224813725,1.31833033741,1.56629535551,2.0874970392,0.0101200423684
v_subj(empathy).31,0.370668692386,0.224080684304,-0.0778177948031,0.225358771968,0.366189494714,0.517651961181,0.813500066666,0.00605793956483
v_subj(empathy).32,-0.310003495961,0.277562334868,-0.85359577503,-0.496176502452,-0.30354366501,-0.129455856114,0.229519789433,0.00805873050169
v_subj(emprecip).0,1.6501876623,0.348394711086,1.00030916555,1.41022435134,1.64591715833,1.88736749489,2.36223933194,0.0102072817525
v_subj(emprecip).1,1.23486864075,0.330757264304,0.597709126748,1.01104157622,1.22890490901,1.45898128646,1.88511370461,0.00818784411663
v_subj(emprecip).2,-0.574870839251,0.237101210842,-1.04265679991,-0.728029429521,-0.576630037509,-0.413645585533,-0.1199111921,0.00603471117425
v_subj(emprecip).3,0.223937870061,0.224236791281,-0.21231871529,0.0690265105162,0.224954147668,0.375127194721,0.674306914784,0.0060967195991
v_subj(emprecip).4,1.52385751512,0.290115762232,0.975981281469,1.32814660293,1.52070434943,1.71443868911,2.11700776286,0.00816204448976
v_subj(emprecip).5,0.690370987671,0.207735236406,0.288713685732,0.551564170689,0.691987307861,0.825319181207,1.10603762213,0.00522482481123
v_subj(emprecip).6,-0.0230096600303,0.256793087923,-0.521898463299,-0.190555311991,-0.0282143046784,0.151023304139,0.490016102893,0.00746828054124
v_subj(emprecip).7,-0.00443288829949,0.251424951959,-0.517616009232,-0.169517443602,0.00583273179528,0.166349156772,0.47329135043,0.00620644013927
v_subj(emprecip).8,-0.209430353223,0.262572200697,-0.716564027661,-0.387331526652,-0.212087817234,-0.0352257082355,0.314603707823,0.00691180877989
v_subj(emprecip).9,0.153891971573,0.222577356685,-0.272781011849,-0.00235336535667,0.156707213183,0.305631804188,0.595820497113,0.00646733443426
v_subj(emprecip).10,0.48255571777,0.267549299204,-0.0298208932502,0.296239581452,0.481956500525,0.65669773586,1.02899353884,0.00786330960139
v_subj(emprecip).11,-0.0866883716559,0.231450146046,-0.524670224037,-0.2472987621,-0.0913905154006,0.0686005220308,0.384512684957,0.00517503810313
v_subj(emprecip).12,-0.0155377661373,0.204129156308,-0.417835063035,-0.156846632647,-0.0197191485267,0.12608959873,0.375494074981,0.00447275719916
v_subj(emprecip).13,1.33193230742,0.255404257503,0.857474884261,1.15564939021,1.32527340895,1.49954532542,1.86067347531,0.00742746600487
