ID;trialno;condition;rt;self_poss_loss;other_poss_gain;diff_diff;resp_code
15;8;empathy;2168;380;100;480;1
15;9;empathy;1122;320;220;540;1
15;10;empathy;1157;100;380;480;1
15;11;empathy;872;60;380;440;1
15;13;empathy;1502;60;380;440;1
15;14;empathy;1406;360;120;480;1
15;15;empathy;2119;360;160;520;1
15;16;empathy;1571;360;120;480;1
15;17;empathy;1380;160;360;520;1
15;19;empathy;1282;240;300;540;1
15;21;empathy;1457;20;380;400;1
15;22;reciprocity;2150;240;300;540;1
15;23;reciprocity;3312;360;160;520;0
15;24;reciprocity;1851;340;180;520;0
15;25;reciprocity;2027;360;120;480;1
15;26;reciprocity;2298;380;60;440;1
15;28;empathy;2416;40;380;420;1
15;29;empathy;1113;320;220;540;1
15;30;empathy;1538;300;240;540;1
15;31;reciprocity;2114;160;360;520;0
15;32;reciprocity;3089;380;40;420;0
15;33;reciprocity;1754;300;240;540;1
15;34;empathy;3628;380;20;400;1
15;35;empathy;801;20;380;400;1
15;36;empathy;1616;380;20;400;1
15;37;reciprocity;1953;320;220;540;0
15;38;reciprocity;3038;100;380;480;0
15;40;reciprocity;1391;60;380;440;1
15;41;reciprocity;2215;40;380;420;0
15;42;reciprocity;2657;280;280;560;1
15;43;reciprocity;2306;360;120;480;0
15;44;reciprocity;2564;180;340;520;1
15;45;reciprocity;2974;380;20;400;0
15;46;empathy;1384;240;300;540;1
15;47;empathy;1412;380;40;420;1
15;48;empathy;2254;220;320;540;1
15;49;reciprocity;2385;220;320;540;0
15;51;reciprocity;1719;380;100;480;0
15;52;reciprocity;1695;40;380;420;1
15;54;reciprocity;1746;300;240;540;0
15;55;empathy;1167;360;160;520;1
15;56;empathy;1372;380;60;440;1
15;57;empathy;1258;280;280;560;1
15;58;reciprocity;2450;320;220;540;1
15;60;reciprocity;1186;20;380;400;1
15;61;reciprocity;2437;160;360;520;0
15;62;reciprocity;3689;380;100;480;1
15;63;reciprocity;918;100;380;480;1
15;64;empathy;1300;180;340;520;1
15;65;empathy;1208;380;100;480;1
15;67;reciprocity;2818;120;360;480;1
15;68;reciprocity;3534;360;160;520;1
15;69;reciprocity;2026;240;300;540;0
15;70;reciprocity;3722;60;380;440;0
15;71;reciprocity;2457;20;380;400;0
15;73;empathy;1432;100;380;480;1
15;74;empathy;1632;160;360;520;1
15;75;empathy;1478;120;360;480;1
15;76;empathy;1371;300;240;540;1
15;77;empathy;1228;120;360;480;1
15;78;empathy;1203;220;320;540;1
15;79;reciprocity;2494;280;280;560;0
15;80;reciprocity;2670;380;40;420;1
15;81;reciprocity;2117;220;320;540;1
15;82;empathy;1136;40;380;420;1
15;83;empathy;1557;340;180;520;1
15;84;empathy;1816;180;340;520;1
16;1;reciprocity;1357;360;160;520;0
16;2;reciprocity;958;20;380;400;1
16;3;reciprocity;2041;380;20;400;0
16;4;empathy;752;20;380;400;1
16;5;empathy;813;40;380;420;1
16;6;empathy;1436;340;180;520;1
16;7;reciprocity;798;160;360;520;1
16;8;reciprocity;768;180;340;520;1
16;9;reciprocity;1239;340;180;520;1
16;10;empathy;1326;320;220;540;1
16;11;empathy;1802;380;20;400;0
16;12;empathy;1254;180;340;520;1
16;14;empathy;1201;160;360;520;1
16;15;empathy;1347;300;240;540;1
16;16;reciprocity;1797;380;40;420;1
16;17;reciprocity;2165;360;120;480;1
16;18;reciprocity;1231;280;280;560;1
16;19;empathy;1029;320;220;540;1
16;20;empathy;1959;380;40;420;0
16;21;empathy;997;280;280;560;1
16;22;reciprocity;1839;380;100;480;0
16;24;reciprocity;1218;220;320;540;1
16;25;reciprocity;1429;60;380;440;1
16;26;reciprocity;1749;40;380;420;1
16;28;empathy;1150;360;160;520;1
16;29;empathy;1610;380;100;480;1
16;30;empathy;1557;360;120;480;1
16;31;empathy;1152;240;300;540;1
16;32;empathy;1518;380;20;400;1
16;33;empathy;1196;220;320;540;1
16;34;reciprocity;1560;120;360;480;1
16;35;reciprocity;807;40;380;420;1
16;36;reciprocity;1550;360;160;520;1
16;38;empathy;1116;220;320;540;1
16;39;empathy;1054;100;380;480;1
16;40;empathy;1195;180;340;520;1
16;41;empathy;1871;380;60;440;1
16;42;empathy;921;160;360;520;1
16;43;reciprocity;1396;320;220;540;1
16;44;reciprocity;1875;240;300;540;1
16;45;reciprocity;1545;280;280;560;1
16;46;reciprocity;1364;180;340;520;1
16;47;reciprocity;816;120;360;480;1
16;48;reciprocity;921;20;380;400;1
16;49;empathy;985;340;180;520;1
16;50;empathy;747;120;360;480;1
16;51;empathy;918;380;100;480;1
16;52;reciprocity;1123;380;40;420;0
16;53;reciprocity;1430;380;60;440;1
16;54;reciprocity;1227;160;360;520;1
16;55;empathy;1320;280;280;560;1
16;56;empathy;1106;60;380;440;1
16;58;empathy;1871;40;380;420;1
16;59;empathy;1165;380;40;420;0
16;60;empathy;1482;240;300;540;0
16;61;empathy;1001;120;360;480;1
16;62;empathy;1789;60;380;440;1
16;64;empathy;1000;20;380;400;1
16;65;empathy;2279;300;240;540;1
16;66;empathy;851;380;60;440;0
16;68;reciprocity;1168;320;220;540;1
16;69;reciprocity;704;60;380;440;1
16;70;reciprocity;1468;360;120;480;1
16;71;reciprocity;910;380;100;480;1
16;72;reciprocity;1278;300;240;540;1
16;73;reciprocity;1265;300;240;540;1
16;74;reciprocity;753;100;380;480;1
16;76;reciprocity;1730;220;320;540;1
16;77;reciprocity;793;100;380;480;1
16;78;reciprocity;1887;240;300;540;1
16;79;reciprocity;1805;340;180;520;1
16;80;reciprocity;1253;380;60;440;1
16;81;reciprocity;1511;380;20;400;1
16;82;empathy;778;100;380;480;1
16;84;empathy;2562;360;160;520;1
17;1;multi-motive;1637;100;380;480;1
17;2;multi-motive;2777;360;120;480;1
17;3;multi-motive;2332;320;220;540;1
17;4;multi-motive;2584;380;40;420;1
17;5;multi-motive;1347;100;380;480;1
17;6;multi-motive;2584;380;60;440;0
17;7;control;1715;360;120;480;1
17;8;control;1355;220;320;540;1
17;9;control;3052;160;360;520;0
17;11;control;2880;60;380;440;1
17;12;control;2204;320;220;540;1
17;13;multi-motive;1414;180;340;520;1
17;14;multi-motive;1604;120;360;480;1
17;15;multi-motive;2371;120;360;480;1
17;17;control;2914;360;120;480;0
17;18;control;1315;300;240;540;1
17;19;multi-motive;1416;300;240;540;1
17;21;multi-motive;1986;220;320;540;1
17;22;multi-motive;1887;240;300;540;1
17;23;multi-motive;2399;340;180;520;1
17;24;multi-motive;2118;340;180;520;1
17;25;control;2957;180;340;520;1
17;26;control;2695;340;180;520;0
17;27;control;1724;380;60;440;1
17;28;control;1765;380;100;480;1
17;29;control;2592;380;20;400;0
17;30;control;3045;300;240;540;1
17;31;multi-motive;1626;40;380;420;1
17;32;multi-motive;1440;360;160;520;1
17;33;multi-motive;1446;280;280;560;1
17;34;control;1699;240;300;540;1
17;35;control;1623;100;380;480;1
17;36;control;2905;380;60;440;0
17;37;control;2350;220;320;540;1
17;38;control;2525;360;160;520;1
17;39;control;3136;380;40;420;0
17;40;multi-motive;1506;380;100;480;1
17;42;multi-motive;1385;60;380;440;1
17;43;multi-motive;1639;20;380;400;1
17;44;multi-motive;1907;160;360;520;1
17;46;control;1607;360;160;520;1
17;47;control;1149;160;360;520;1
17;48;control;1894;100;380;480;0
17;49;control;2189;380;20;400;0
17;50;control;1388;40;380;420;1
17;51;control;1854;240;300;540;1
17;52;multi-motive;1047;40;380;420;1
17;53;multi-motive;1993;380;40;420;1
17;54;multi-motive;1398;380;20;400;1
17;55;multi-motive;1603;160;360;520;1
17;56;multi-motive;2276;360;120;480;1
17;57;multi-motive;1669;380;20;400;1
17;58;multi-motive;1383;180;340;520;1
17;59;multi-motive;2537;380;60;440;1
17;60;multi-motive;1850;380;100;480;1
17;61;control;1132;60;380;440;1
17;63;control;1456;180;340;520;1
17;64;control;1883;20;380;400;1
17;65;control;1548;380;40;420;1
17;66;control;2937;280;280;560;0
17;67;multi-motive;1306;320;220;540;1
17;68;multi-motive;1114;20;380;400;1
17;69;multi-motive;1526;240;300;540;1
17;70;control;1849;20;380;400;1
17;71;control;1336;120;360;480;1
17;72;control;2826;120;360;480;1
17;73;control;1475;280;280;560;1
17;74;control;3076;40;380;420;1
17;76;control;1406;340;180;520;1
17;77;control;2271;380;100;480;0
17;78;control;1111;320;220;540;1
17;79;multi-motive;1592;360;160;520;1
17;80;multi-motive;1390;280;280;560;1
17;81;multi-motive;1450;220;320;540;1
17;82;multi-motive;1560;300;240;540;1
18;1;multi-motive;1088;340;180;520;1
18;2;multi-motive;563;40;380;420;1
18;3;multi-motive;623;240;300;540;1
18;4;multi-motive;934;300;240;540;1
18;5;multi-motive;601;100;380;480;1
18;6;multi-motive;802;160;360;520;1
18;7;control;1191;380;40;420;0
18;8;control;1347;160;360;520;1
18;9;control;712;60;380;440;1
18;10;multi-motive;929;380;100;480;0
18;12;multi-motive;653;120;360;480;1
18;13;multi-motive;737;380;60;440;0
18;14;multi-motive;578;60;380;440;1
18;15;multi-motive;946;280;280;560;1
18;16;multi-motive;825;320;220;540;1
18;17;multi-motive;1104;380;20;400;0
18;18;multi-motive;1056;380;100;480;0
18;19;multi-motive;1022;220;320;540;1
18;20;multi-motive;650;220;320;540;1
18;21;multi-motive;821;380;20;400;0
18;22;control;624;20;380;400;1
18;23;control;869;120;360;480;1
18;24;control;895;380;100;480;0
18;25;control;1806;100;380;480;1
18;27;control;1036;380;20;400;0
18;28;control;820;380;20;400;0
18;29;control;723;100;380;480;1
18;31;control;693;380;40;420;0
18;33;control;1505;340;180;520;0
18;34;control;1685;240;300;540;0
18;35;control;1235;40;380;420;1
18;36;control;1247;20;380;400;1
18;37;multi-motive;901;120;360;480;1
18;38;multi-motive;1304;380;40;420;0
18;39;multi-motive;1075;380;40;420;0
18;41;control;1511;120;360;480;0
18;42;control;738;360;120;480;0
18;43;multi-motive;865;20;380;400;1
18;44;multi-motive;1920;240;300;540;0
18;45;multi-motive;903;180;340;520;1
18;46;control;743;220;320;540;0
18;47;control;847;300;240;540;0
18;48;control;1222;300;240;540;0
18;49;control;1266;280;280;560;0
18;50;control;749;40;380;420;1
18;51;control;1091;220;320;540;1
18;52;control;849;360;160;520;0
18;53;control;776;320;220;540;0
18;54;control;914;240;300;540;0
18;55;multi-motive;1083;360;120;480;1
18;57;multi-motive;1029;360;120;480;1
18;58;multi-motive;1065;40;380;420;1
18;59;multi-motive;693;100;380;480;1
18;60;multi-motive;727;300;240;540;1
18;61;multi-motive;631;20;380;400;1
18;62;multi-motive;598;340;180;520;1
18;63;multi-motive;888;320;220;540;0
18;64;control;1376;360;120;480;0
18;65;control;789;380;100;480;0
18;66;control;873;360;160;520;0
18;67;control;1280;280;280;560;1
18;68;control;1122;60;380;440;1
18;69;control;1122;180;340;520;0
18;70;multi-motive;897;380;60;440;0
18;71;multi-motive;1334;360;160;520;0
18;72;multi-motive;1049;360;160;520;1
18;73;control;1170;180;340;520;1
18;74;control;907;160;360;520;1
18;75;control;959;380;60;440;0
18;76;multi-motive;586;60;380;440;1
18;77;multi-motive;569;180;340;520;1
18;78;multi-motive;1376;280;280;560;0
18;81;multi-motive;730;160;360;520;1
18;83;control;1562;340;180;520;0
18;84;control;1487;320;220;540;0
19;1;multi-motive;2068;360;160;520;1
19;2;multi-motive;838;40;380;420;1
19;3;multi-motive;2134;380;100;480;0
19;4;control;1182;20;380;400;1
19;5;control;1260;160;360;520;1
19;6;control;1891;120;360;480;1
19;7;multi-motive;1058;40;380;420;1
19;8;multi-motive;1808;380;40;420;1
19;9;multi-motive;759;60;380;440;1
19;10;multi-motive;1100;180;340;520;1
19;11;multi-motive;1719;380;20;400;1
19;14;control;1878;380;100;480;0
19;15;control;1150;240;300;540;1
19;17;multi-motive;2210;340;180;520;1
19;20;multi-motive;1273;380;60;440;1
19;21;multi-motive;1025;240;300;540;1
19;22;control;994;380;20;400;1
19;23;control;3597;340;180;520;1
19;24;control;1184;160;360;520;1
19;25;control;1900;120;360;480;1
19;26;control;887;60;380;440;1
19;27;control;3774;180;340;520;1
19;28;control;2634;100;380;480;1
19;29;control;1811;360;160;520;1
19;30;control;2054;360;120;480;1
19;31;multi-motive;1385;380;60;440;1
19;32;multi-motive;3639;340;180;520;0
19;33;multi-motive;1044;160;360;520;1
19;34;multi-motive;2725;280;280;560;0
19;35;multi-motive;1062;160;360;520;1
19;36;multi-motive;3116;300;240;540;1
19;37;multi-motive;709;220;320;540;1
19;38;multi-motive;977;220;320;540;1
19;39;multi-motive;3073;180;340;520;1
19;40;control;2571;360;120;480;0
19;42;control;2109;220;320;540;1
19;44;control;1615;280;280;560;1
19;45;control;1701;380;40;420;1
19;47;multi-motive;941;320;220;540;1
19;48;multi-motive;2185;100;380;480;0
19;50;control;1177;240;300;540;1
19;51;control;1715;340;180;520;1
19;53;control;1208;320;220;540;1
19;54;control;779;280;280;560;1
19;56;multi-motive;696;120;360;480;1
19;57;multi-motive;850;380;40;420;0
19;58;multi-motive;907;300;240;540;1
19;59;multi-motive;2513;20;380;400;0
19;60;multi-motive;929;120;360;480;1
19;61;multi-motive;881;280;280;560;1
19;62;multi-motive;881;380;20;400;1
19;63;multi-motive;2995;360;120;480;1
19;64;control;908;100;380;480;1
19;65;control;618;300;240;540;1
19;66;control;3308;380;60;440;0
19;67;control;2984;380;60;440;1
19;68;control;3234;380;100;480;1
19;69;control;2627;380;40;420;1
19;70;control;3311;60;380;440;1
19;71;control;898;40;380;420;1
19;72;control;2536;300;240;540;1
19;74;control;754;220;320;540;1
19;75;control;3790;380;20;400;1
19;76;multi-motive;985;380;100;480;1
19;77;multi-motive;744;20;380;400;1
19;80;multi-motive;1293;360;160;520;1
19;81;multi-motive;1766;320;220;540;0
19;82;control;1790;40;380;420;1
19;84;control;691;360;160;520;1
20;1;reciprocity;2373;220;320;540;1
20;2;reciprocity;3980;300;240;540;0
20;5;empathy;963;60;380;440;1
20;7;empathy;2815;40;380;420;1
20;8;empathy;1098;280;280;560;1
20;9;empathy;1655;240;300;540;0
20;10;empathy;1007;100;380;480;1
20;11;empathy;832;160;360;520;1
20;12;empathy;739;100;380;480;1
20;13;empathy;1560;380;20;400;0
20;14;empathy;748;160;360;520;1
20;15;empathy;900;380;40;420;1
20;16;empathy;1566;380;60;440;0
20;17;empathy;1648;360;120;480;0
20;18;empathy;987;380;100;480;0
20;19;reciprocity;1642;160;360;520;1
20;20;reciprocity;1747;120;360;480;1
20;21;reciprocity;1219;240;300;540;0
20;22;reciprocity;761;20;380;400;1
20;23;reciprocity;2229;120;360;480;0
20;24;reciprocity;1920;60;380;440;1
20;25;reciprocity;816;160;360;520;1
20;27;reciprocity;1021;40;380;420;1
20;28;reciprocity;2281;380;40;420;0
20;29;reciprocity;1588;360;160;520;0
20;30;reciprocity;1809;360;160;520;1
20;31;reciprocity;2049;280;280;560;0
20;32;reciprocity;899;100;380;480;1
20;33;reciprocity;2773;100;380;480;0
20;34;empathy;982;180;340;520;1
20;35;empathy;1564;340;180;520;1
20;36;empathy;2129;60;380;440;1
20;37;reciprocity;2808;320;220;540;1
20;38;reciprocity;2666;280;280;560;1
20;39;reciprocity;1778;380;100;480;0
20;41;empathy;2412;340;180;520;0
20;42;empathy;2247;360;120;480;0
20;43;empathy;1328;300;240;540;1
20;45;empathy;3970;380;40;420;0
20;46;empathy;2412;220;320;540;1
20;47;empathy;3489;120;360;480;1
20;48;empathy;1220;40;380;420;1
20;49;reciprocity;1022;360;120;480;1
20;50;reciprocity;1417;380;60;440;0
20;51;reciprocity;2164;380;40;420;0
20;52;reciprocity;3364;380;60;440;0
20;53;reciprocity;1019;320;220;540;0
20;54;reciprocity;2888;40;380;420;1
20;55;empathy;1300;20;380;400;1
20;56;empathy;1924;360;160;520;0
20;57;empathy;2425;380;20;400;1
20;58;empathy;2475;320;220;540;1
20;59;empathy;1403;380;60;440;1
20;60;empathy;1390;360;160;520;1
20;61;reciprocity;2060;220;320;540;1
20;63;reciprocity;2066;380;20;400;0
20;64;reciprocity;1881;240;300;540;1
20;65;reciprocity;1403;180;340;520;1
20;66;reciprocity;3246;180;340;520;1
20;67;reciprocity;3492;20;380;400;1
20;69;reciprocity;1949;340;180;520;0
20;70;empathy;770;240;300;540;1
20;71;empathy;1283;300;240;540;0
20;73;empathy;1638;380;100;480;0
20;74;empathy;1638;280;280;560;0
20;75;empathy;1662;320;220;540;1
20;76;reciprocity;959;300;240;540;1
20;77;reciprocity;1529;340;180;520;1
20;78;reciprocity;1343;380;20;400;0
20;79;reciprocity;1392;360;120;480;0
20;80;reciprocity;1969;380;100;480;0
20;81;reciprocity;2460;60;380;440;1
20;82;empathy;1850;180;340;520;0
20;83;empathy;1645;120;360;480;1
20;84;empathy;2058;220;320;540;1
21;1;empathy;2692;380;60;440;1
21;3;empathy;1589;280;280;560;0
21;4;reciprocity;1454;280;280;560;1
21;5;reciprocity;1463;180;340;520;1
21;6;reciprocity;2851;380;20;400;0
21;8;empathy;1856;180;340;520;0
21;9;empathy;1596;220;320;540;1
21;10;empathy;1463;60;380;440;1
21;11;empathy;1538;280;280;560;1
21;12;empathy;1694;380;20;400;1
21;13;reciprocity;1692;380;60;440;1
21;14;reciprocity;2635;340;180;520;1
21;15;reciprocity;2911;100;380;480;0
21;16;empathy;2643;20;380;400;1
21;17;empathy;1514;100;380;480;0
21;18;empathy;2477;380;100;480;1
21;20;empathy;2631;240;300;540;0
21;21;empathy;3504;120;360;480;0
21;22;empathy;1291;40;380;420;1
21;23;empathy;2679;300;240;540;1
21;24;empathy;2111;380;100;480;0
21;25;reciprocity;1643;360;160;520;0
21;26;reciprocity;1333;180;340;520;0
21;27;reciprocity;2790;120;360;480;1
21;28;reciprocity;1715;320;220;540;1
21;29;reciprocity;1538;160;360;520;0
21;30;reciprocity;3587;60;380;440;0
21;31;reciprocity;2400;240;300;540;1
21;33;reciprocity;3198;380;20;400;0
21;34;empathy;2881;380;40;420;0
21;35;empathy;1310;180;340;520;1
21;36;empathy;2947;360;160;520;0
21;37;reciprocity;1984;380;100;480;1
21;38;reciprocity;3130;220;320;540;0
21;39;reciprocity;3573;340;180;520;1
21;40;empathy;1413;320;220;540;1
21;41;empathy;2234;340;180;520;0
21;42;empathy;1673;20;380;400;1
21;43;empathy;3166;160;360;520;0
21;44;empathy;1297;240;300;540;1
21;45;empathy;3824;380;40;420;0
21;46;reciprocity;1672;360;120;480;0
21;47;reciprocity;1382;60;380;440;1
21;48;reciprocity;1104;40;380;420;1
21;49;empathy;2503;380;60;440;0
21;50;empathy;1034;100;380;480;1
21;51;empathy;3147;360;160;520;0
21;52;reciprocity;1890;380;40;420;0
21;53;reciprocity;2268;40;380;420;0
21;54;reciprocity;1182;300;240;540;1
21;55;empathy;2979;340;180;520;1
21;56;empathy;1423;360;120;480;1
21;57;empathy;2564;60;380;440;0
21;59;reciprocity;1622;240;300;540;0
21;61;empathy;3268;380;20;400;0
21;63;empathy;2219;320;220;540;0
21;64;empathy;2635;360;120;480;0
21;65;empathy;1190;300;240;540;0
21;66;empathy;1557;220;320;540;0
21;67;empathy;2037;160;360;520;1
21;68;empathy;3489;40;380;420;1
21;69;empathy;2344;120;360;480;0
21;70;reciprocity;2982;360;160;520;1
21;72;reciprocity;3026;380;40;420;0
21;73;reciprocity;1626;20;380;400;1
21;74;reciprocity;2627;380;60;440;0
21;75;reciprocity;2155;300;240;540;0
21;76;reciprocity;1363;320;220;540;0
21;77;reciprocity;1473;280;280;560;0
21;78;reciprocity;2389;120;360;480;0
21;80;reciprocity;2247;360;120;480;1
21;81;reciprocity;2391;220;320;540;1
21;82;reciprocity;1260;160;360;520;1
21;83;reciprocity;1077;380;100;480;0
21;84;reciprocity;1708;100;380;480;1
22;1;empathy;1328;120;360;480;1
22;2;empathy;1213;100;380;480;1
22;3;empathy;1387;380;40;420;0
22;4;empathy;1924;380;100;480;1
22;5;empathy;1746;380;60;440;1
22;6;empathy;1264;340;180;520;1
22;7;reciprocity;1389;240;300;540;1
22;8;reciprocity;1298;280;280;560;1
22;9;reciprocity;2338;320;220;540;1
22;11;empathy;1378;380;60;440;1
22;12;empathy;2093;180;340;520;1
22;13;reciprocity;1466;60;380;440;1
22;14;reciprocity;1810;380;60;440;0
22;15;reciprocity;1803;40;380;420;1
22;16;empathy;1447;60;380;440;1
22;17;empathy;1787;280;280;560;1
22;18;empathy;1644;320;220;540;1
22;19;empathy;1502;160;360;520;1
22;20;empathy;1687;20;380;400;1
22;21;empathy;1470;40;380;420;1
22;22;reciprocity;1803;120;360;480;1
22;24;reciprocity;1292;40;380;420;1
22;25;reciprocity;2557;360;120;480;0
22;26;reciprocity;1372;20;380;400;1
22;27;reciprocity;1398;300;240;540;1
22;28;reciprocity;2708;340;180;520;1
22;29;reciprocity;1764;240;300;540;1
22;30;reciprocity;2722;360;160;520;0
22;31;empathy;1317;120;360;480;1
22;32;empathy;1359;220;320;540;1
22;33;empathy;1329;40;380;420;1
22;34;reciprocity;1558;380;40;420;0
22;35;reciprocity;930;100;380;480;1
22;36;reciprocity;2195;300;240;540;1
22;37;empathy;1533;340;180;520;1
22;38;empathy;1482;100;380;480;1
22;39;empathy;2020;380;20;400;0
22;40;reciprocity;1433;120;360;480;1
22;41;reciprocity;1579;180;340;520;1
22;42;reciprocity;2963;320;220;540;1
22;43;reciprocity;1473;380;40;420;0
22;46;empathy;2046;320;220;540;1
22;47;empathy;1660;280;280;560;1
22;48;empathy;1404;300;240;540;1
22;49;reciprocity;1343;160;360;520;1
22;50;reciprocity;2391;360;120;480;0
22;51;reciprocity;1217;180;340;520;1
22;52;empathy;1262;240;300;540;1
22;53;empathy;1378;360;160;520;1
22;56;reciprocity;1342;220;320;540;1
22;57;reciprocity;1225;60;380;440;1
22;58;empathy;1464;220;320;540;1
22;59;empathy;2870;360;120;480;1
22;60;empathy;1394;60;380;440;1
22;61;reciprocity;2406;380;100;480;0
22;62;reciprocity;1072;20;380;400;1
22;63;reciprocity;1900;340;180;520;1
22;64;reciprocity;1665;380;20;400;1
22;65;reciprocity;1415;160;360;520;1
22;66;reciprocity;1405;280;280;560;1
22;67;empathy;1473;180;340;520;1
22;69;empathy;1851;360;160;520;1
22;70;reciprocity;1869;220;320;540;1
22;71;reciprocity;1665;380;100;480;1
22;72;reciprocity;2210;380;20;400;1
22;73;empathy;1752;240;300;540;1
22;74;empathy;2426;360;120;480;0
22;75;empathy;2256;380;20;400;0
22;76;empathy;2071;380;40;420;1
22;77;empathy;2183;160;360;520;1
22;78;empathy;1499;20;380;400;1
22;80;empathy;1592;300;240;540;1
22;81;empathy;1991;380;100;480;0
22;82;reciprocity;2712;380;60;440;1
22;83;reciprocity;1717;100;380;480;1
22;84;reciprocity;3311;360;160;520;1
23;1;multi-motive;2465;120;360;480;1
23;2;multi-motive;2583;60;380;440;1
23;3;multi-motive;2162;220;320;540;1
23;4;control;1477;380;20;400;1
23;5;control;2325;180;340;520;0
23;6;control;2739;380;100;480;0
23;7;multi-motive;2334;320;220;540;1
23;8;multi-motive;1946;380;60;440;1
23;9;multi-motive;3099;380;20;400;0
23;11;control;1867;20;380;400;1
23;12;control;1629;40;380;420;1
23;13;control;2375;380;100;480;0
23;14;control;1634;300;240;540;0
23;15;control;1297;100;380;480;1
23;16;multi-motive;1647;360;160;520;1
23;17;multi-motive;2614;240;300;540;1
23;18;multi-motive;2473;340;180;520;0
23;21;multi-motive;1430;360;120;480;1
23;22;control;1776;360;120;480;1
23;24;control;2934;240;300;540;0
23;25;control;1578;340;180;520;0
23;26;control;1715;240;300;540;0
23;27;control;3150;220;320;540;0
23;28;multi-motive;1876;300;240;540;1
23;29;multi-motive;2509;60;380;440;1
23;31;control;2284;380;40;420;0
23;32;control;1938;320;220;540;0
23;33;control;2197;60;380;440;1
23;34;control;2845;60;380;440;0
23;36;control;1104;180;340;520;1
23;37;multi-motive;2899;180;340;520;1
23;38;multi-motive;2907;180;340;520;0
23;40;control;2700;120;360;480;0
23;41;control;2105;20;380;400;1
23;42;control;2273;380;60;440;0
23;44;multi-motive;2968;340;180;520;1
23;45;multi-motive;2167;320;220;540;0
23;46;multi-motive;2697;20;380;400;1
23;47;multi-motive;2690;380;60;440;1
23;48;multi-motive;3446;220;320;540;0
23;49;control;1784;280;280;560;0
23;50;control;3071;320;220;540;0
23;51;control;3112;340;180;520;1
23;52;control;2909;120;360;480;1
23;53;control;3391;300;240;540;1
23;54;control;2955;360;160;520;0
23;55;multi-motive;2086;380;40;420;1
23;56;multi-motive;2193;20;380;400;1
23;57;multi-motive;1896;160;360;520;1
23;58;multi-motive;2803;360;160;520;1
23;59;multi-motive;2142;280;280;560;1
23;60;multi-motive;978;40;380;420;1
23;61;multi-motive;1714;280;280;560;0
23;62;multi-motive;1099;100;380;480;1
23;63;multi-motive;1772;380;20;400;1
23;64;multi-motive;1521;360;120;480;1
23;65;multi-motive;1668;380;100;480;1
23;66;multi-motive;2121;380;40;420;1
23;67;control;1902;360;160;520;1
23;68;control;2140;160;360;520;0
23;69;control;2380;40;380;420;0
23;70;multi-motive;1689;240;300;540;1
23;71;multi-motive;1360;160;360;520;1
23;72;multi-motive;1969;40;380;420;1
23;73;control;2667;160;360;520;1
23;74;control;1985;100;380;480;0
23;75;control;2327;380;60;440;1
23;76;control;1952;380;20;400;0
23;77;control;2067;280;280;560;1
23;78;control;1539;380;40;420;0
23;80;control;1953;360;120;480;0
23;81;control;1671;220;320;540;0
23;82;multi-motive;2715;100;380;480;1
23;83;multi-motive;1683;120;360;480;1
23;84;multi-motive;2639;380;100;480;1
24;1;multi-motive;1028;300;240;540;1
24;2;multi-motive;1036;380;20;400;1
24;3;multi-motive;909;100;380;480;1
24;4;multi-motive;1562;20;380;400;1
24;5;multi-motive;1211;380;100;480;1
24;6;multi-motive;1462;60;380;440;1
24;7;control;1131;380;60;440;1
24;8;control;1203;280;280;560;1
24;9;control;1180;60;380;440;1
24;11;control;1022;380;100;480;1
24;12;control;1413;340;180;520;1
24;14;control;781;360;160;520;1
24;16;multi-motive;746;120;360;480;1
24;17;multi-motive;1223;40;380;420;1
24;19;multi-motive;1077;340;180;520;1
24;20;multi-motive;1287;360;120;480;0
24;22;multi-motive;972;380;60;440;1
24;23;multi-motive;1485;340;180;520;1
24;24;multi-motive;749;40;380;420;1
24;25;control;783;180;340;520;1
24;26;control;1188;380;40;420;1
24;27;control;1220;280;280;560;1
24;28;control;1567;380;60;440;1
24;29;control;1464;100;380;480;1
24;30;control;755;60;380;440;1
24;31;multi-motive;1227;20;380;400;1
24;33;multi-motive;1512;240;300;540;0
24;34;multi-motive;1115;240;300;540;1
24;35;multi-motive;847;360;120;480;1
24;36;multi-motive;903;180;340;520;1
24;37;control;1533;40;380;420;1
24;38;control;994;360;120;480;1
24;39;control;956;220;320;540;1
24;40;multi-motive;1372;180;340;520;1
24;41;multi-motive;858;280;280;560;1
24;42;multi-motive;932;300;240;540;1
24;43;multi-motive;1114;360;160;520;0
24;44;multi-motive;948;380;60;440;1
24;45;multi-motive;1152;320;220;540;1
24;46;multi-motive;1329;380;40;420;1
24;47;multi-motive;1800;320;220;540;1
24;48;multi-motive;1872;160;360;520;0
24;49;control;934;300;240;540;1
24;50;control;1828;360;160;520;1
24;51;control;2521;380;20;400;0
24;52;control;1879;320;220;540;1
24;54;control;825;240;300;540;1
24;55;control;797;160;360;520;1
24;56;control;2054;380;40;420;1
24;57;control;2131;160;360;520;1
24;58;control;1413;100;380;480;1
24;59;control;1017;20;380;400;1
24;60;control;1422;380;100;480;1
24;61;control;1849;360;120;480;1
24;62;control;1019;180;340;520;1
24;63;control;1010;320;220;540;1
24;64;multi-motive;990;100;380;480;1
24;65;multi-motive;794;60;380;440;1
24;66;multi-motive;1646;220;320;540;0
