ID;trialno;condition;rt;self_poss_loss;other_poss_gain;diff_diff;resp_code
24;67;multi-motive;1486;120;360;480;1
24;68;multi-motive;1819;280;280;560;1
24;70;control;1136;40;380;420;1
24;71;control;1553;380;20;400;1
24;74;multi-motive;868;360;160;520;1
24;75;multi-motive;1948;380;20;400;0
24;76;control;1601;300;240;540;1
24;77;control;670;20;380;400;1
24;78;control;729;120;360;480;1
24;79;multi-motive;993;160;360;520;1
24;80;multi-motive;1080;380;40;420;1
24;81;multi-motive;1200;380;100;480;1
24;82;control;960;120;360;480;1
24;83;control;1237;240;300;540;1
24;84;control;934;340;180;520;1
25;1;multi-motive;2787;360;120;480;0
25;2;multi-motive;2292;240;300;540;1
25;4;multi-motive;1183;220;320;540;1
25;5;multi-motive;3080;240;300;540;0
25;6;multi-motive;1343;380;20;400;1
25;7;control;2676;380;60;440;0
25;9;control;1736;40;380;420;0
25;10;control;2101;20;380;400;0
25;11;control;1428;100;380;480;1
25;14;multi-motive;939;100;380;480;1
25;15;multi-motive;3086;180;340;520;1
25;16;multi-motive;2391;380;20;400;0
25;18;multi-motive;2123;160;360;520;1
25;19;control;3648;360;160;520;1
25;20;control;915;20;380;400;1
25;21;control;760;60;380;440;1
25;22;control;1730;220;320;540;0
25;23;control;3210;380;100;480;1
25;24;control;3135;120;360;480;1
25;25;multi-motive;1631;320;220;540;0
25;26;multi-motive;3477;20;380;400;1
25;27;multi-motive;749;40;380;420;1
25;28;control;2721;180;340;520;1
25;29;control;2021;100;380;480;0
25;30;control;2852;380;40;420;0
25;31;multi-motive;972;20;380;400;1
25;32;multi-motive;2542;100;380;480;1
25;33;multi-motive;3054;360;120;480;1
25;34;control;2191;300;240;540;1
25;35;control;1915;280;280;560;0
25;36;control;877;40;380;420;1
25;37;control;2104;280;280;560;0
25;39;control;2539;160;360;520;0
25;40;multi-motive;1865;300;240;540;1
25;43;control;2468;340;180;520;1
25;44;control;3042;160;360;520;1
25;45;control;1726;220;320;540;1
25;46;control;1541;360;160;520;0
25;47;control;1534;380;100;480;0
25;48;control;1903;300;240;540;0
25;49;control;2779;380;40;420;1
25;51;control;1619;380;60;440;0
25;52;multi-motive;2181;280;280;560;1
25;53;multi-motive;1380;60;380;440;1
25;54;multi-motive;2132;360;160;520;1
25;55;control;3224;120;360;480;1
25;56;control;1482;320;220;540;1
25;57;control;1984;380;20;400;1
25;58;multi-motive;1895;380;60;440;0
25;59;multi-motive;2284;280;280;560;0
25;60;multi-motive;2557;180;340;520;1
25;61;control;1496;180;340;520;1
25;62;control;2201;240;300;540;0
25;63;control;2635;340;180;520;0
25;64;multi-motive;1048;120;360;480;1
25;65;multi-motive;1703;380;100;480;1
25;66;multi-motive;2378;120;360;480;1
25;67;multi-motive;3330;380;40;420;1
25;68;multi-motive;3046;40;380;420;0
25;69;multi-motive;1144;60;380;440;1
25;70;control;2905;60;380;440;0
25;71;control;2830;360;120;480;1
25;72;control;1646;240;300;540;1
25;73;control;1596;320;220;540;0
25;74;control;2223;360;120;480;0
25;75;control;2557;380;20;400;0
25;76;multi-motive;1590;380;40;420;1
25;77;multi-motive;1584;360;160;520;1
25;78;multi-motive;1945;340;180;520;1
25;80;multi-motive;1833;340;180;520;1
25;81;multi-motive;1713;160;360;520;1
25;82;multi-motive;1155;380;100;480;0
25;83;multi-motive;2437;380;60;440;0
25;84;multi-motive;1109;320;220;540;1
26;1;multi-motive;3061;60;380;440;1
26;2;multi-motive;3024;20;380;400;0
26;3;multi-motive;1745;360;120;480;0
26;4;control;2549;380;100;480;1
26;5;control;1836;100;380;480;1
26;6;control;2231;100;380;480;0
26;7;multi-motive;1751;300;240;540;1
26;8;multi-motive;1582;160;360;520;1
26;9;multi-motive;3286;340;180;520;0
26;10;control;2157;120;360;480;0
26;11;control;1220;320;220;540;1
26;12;control;1257;160;360;520;1
26;13;multi-motive;1053;240;300;540;0
26;15;multi-motive;1096;160;360;520;1
26;16;control;2466;380;60;440;1
26;18;control;1499;380;40;420;0
26;19;multi-motive;3693;360;160;520;0
26;20;multi-motive;2497;380;100;480;0
26;21;multi-motive;2026;120;360;480;0
26;22;control;1102;360;120;480;0
26;23;control;2788;220;320;540;1
26;24;control;1188;180;340;520;1
26;25;multi-motive;3048;320;220;540;1
26;26;multi-motive;3552;220;320;540;1
26;27;multi-motive;2915;180;340;520;0
26;28;control;2279;380;100;480;0
26;29;control;2815;360;120;480;1
26;30;control;1266;380;40;420;0
26;31;control;1432;240;300;540;1
26;32;control;2341;380;20;400;0
26;33;control;1515;320;220;540;0
26;34;multi-motive;2030;320;220;540;1
26;35;multi-motive;1800;380;100;480;1
26;36;multi-motive;780;60;380;440;0
26;38;multi-motive;3082;380;40;420;0
26;39;multi-motive;1278;20;380;400;1
26;41;multi-motive;1014;280;280;560;1
26;42;multi-motive;1107;180;340;520;1
26;43;control;1089;120;360;480;1
26;44;control;2443;20;380;400;0
26;45;control;1691;60;380;440;1
26;46;control;1620;280;280;560;1
26;47;control;1418;240;300;540;0
26;48;control;2616;180;340;520;1
26;49;multi-motive;2697;100;380;480;1
26;50;multi-motive;2617;240;300;540;1
26;51;multi-motive;886;100;380;480;1
26;52;control;1436;220;320;540;0
26;54;control;2379;40;380;420;0
26;55;control;2474;380;60;440;1
26;56;control;1077;360;160;520;1
26;58;control;2485;300;240;540;0
26;59;control;1303;340;180;520;0
26;60;control;1111;280;280;560;0
26;62;multi-motive;1798;300;240;540;1
26;63;multi-motive;1085;360;160;520;1
26;64;control;1669;300;240;540;1
26;66;control;827;40;380;420;1
26;67;control;144;340;180;520;0
26;68;control;1797;360;160;520;1
26;69;control;1716;60;380;440;0
26;70;control;1303;160;360;520;0
26;71;control;1029;20;380;400;1
26;72;control;3824;380;20;400;1
26;73;multi-motive;2666;280;280;560;1
26;74;multi-motive;2319;40;380;420;1
26;75;multi-motive;1585;380;60;440;1
26;77;multi-motive;1915;340;180;520;1
26;78;multi-motive;1003;120;360;480;1
26;79;multi-motive;1324;360;120;480;1
26;80;multi-motive;3710;380;20;400;1
26;81;multi-motive;1894;220;320;540;1
26;82;multi-motive;3741;380;40;420;1
26;83;multi-motive;1622;380;60;440;1
26;84;multi-motive;785;40;380;420;1
27;1;control;2466;360;120;480;1
27;2;control;1556;300;240;540;1
27;3;control;1404;240;300;540;1
27;4;multi-motive;1025;340;180;520;0
27;5;multi-motive;1998;280;280;560;0
27;6;multi-motive;2922;120;360;480;0
27;7;control;1807;120;360;480;0
27;8;control;1155;380;100;480;1
27;9;control;1080;160;360;520;1
27;10;control;1019;340;180;520;1
27;11;control;812;220;320;540;1
27;12;control;1773;220;320;540;1
27;13;control;1273;60;380;440;0
27;14;control;1324;380;20;400;1
27;15;control;1544;320;220;540;1
27;16;control;2026;340;180;520;1
27;18;control;1184;40;380;420;0
27;19;multi-motive;1432;100;380;480;1
27;20;multi-motive;1642;380;20;400;1
27;21;multi-motive;3320;240;300;540;1
27;22;multi-motive;1484;320;220;540;1
27;23;multi-motive;3709;60;380;440;1
27;24;multi-motive;1899;380;60;440;1
27;25;multi-motive;1410;380;40;420;1
27;26;multi-motive;1027;360;160;520;0
27;27;multi-motive;1494;380;20;400;1
27;28;control;2909;60;380;440;1
27;29;control;1818;320;220;540;1
27;30;control;1321;100;380;480;0
27;31;multi-motive;1262;380;60;440;1
27;32;multi-motive;835;240;300;540;1
27;33;multi-motive;2170;380;100;480;1
27;34;control;853;380;100;480;0
27;37;multi-motive;1204;60;380;440;1
27;38;multi-motive;2376;380;40;420;0
27;39;multi-motive;1822;360;160;520;1
27;40;multi-motive;1049;160;360;520;1
27;41;multi-motive;1224;220;320;540;1
27;42;multi-motive;1112;160;360;520;1
27;43;control;1466;120;360;480;1
27;44;control;1029;100;380;480;1
27;45;control;1002;40;380;420;1
27;46;control;1209;20;380;400;0
27;47;control;2225;280;280;560;1
27;48;control;1587;380;40;420;0
27;49;multi-motive;1015;20;380;400;1
27;51;multi-motive;815;120;360;480;1
27;52;multi-motive;1654;360;120;480;1
27;54;multi-motive;978;100;380;480;1
27;55;control;1324;300;240;540;0
27;56;control;1188;360;120;480;1
27;57;control;909;380;60;440;1
27;59;multi-motive;1929;180;340;520;1
27;60;multi-motive;1206;280;280;560;1
27;61;control;1285;240;300;540;0
27;62;control;1171;160;360;520;0
27;63;control;1102;360;160;520;1
27;64;multi-motive;1605;180;340;520;1
27;65;multi-motive;1464;40;380;420;1
27;66;multi-motive;961;320;220;540;1
27;69;control;1056;180;340;520;1
27;70;multi-motive;1110;360;120;480;1
27;71;multi-motive;2360;380;100;480;0
27;73;control;1304;180;340;520;1
27;74;control;2685;380;40;420;0
27;75;control;1198;280;280;560;1
27;76;control;3165;380;60;440;0
27;77;control;1423;20;380;400;1
27;78;control;1453;380;20;400;1
27;79;multi-motive;884;220;320;540;1
27;80;multi-motive;1018;40;380;420;1
27;81;multi-motive;2939;20;380;400;1
27;82;multi-motive;1887;300;240;540;0
27;83;multi-motive;991;300;240;540;1
27;84;multi-motive;731;340;180;520;1
28;1;control;1398;60;380;440;0
28;3;control;1255;360;160;520;0
28;5;multi-motive;719;180;340;520;1
28;6;multi-motive;1088;220;320;540;1
28;7;multi-motive;879;340;180;520;1
28;8;multi-motive;1789;360;120;480;1
28;9;multi-motive;805;300;240;540;1
28;10;multi-motive;669;40;380;420;1
28;11;multi-motive;721;320;220;540;1
28;12;multi-motive;1093;20;380;400;1
28;13;control;739;380;20;400;0
28;14;control;1083;240;300;540;0
28;15;control;1191;220;320;540;0
28;16;multi-motive;889;380;40;420;1
28;17;multi-motive;895;60;380;440;1
28;18;multi-motive;647;20;380;400;1
28;19;control;1724;280;280;560;0
28;20;control;717;120;360;480;1
28;21;control;1602;40;380;420;0
28;22;multi-motive;940;280;280;560;1
28;24;multi-motive;751;40;380;420;1
28;25;multi-motive;796;100;380;480;1
28;26;multi-motive;779;120;360;480;1
28;27;multi-motive;745;380;20;400;1
28;29;control;1237;380;100;480;0
28;30;control;2497;300;240;540;1
28;31;control;1100;120;360;480;0
28;32;control;959;280;280;560;0
28;33;control;1263;380;60;440;0
28;35;multi-motive;1453;380;20;400;1
28;36;multi-motive;1609;380;100;480;1
28;37;control;2110;180;340;520;1
28;38;control;2567;100;380;480;1
28;39;control;1007;360;120;480;0
28;40;control;1051;380;40;420;0
28;41;control;1374;340;180;520;0
28;42;control;3289;240;300;540;1
28;43;control;852;360;160;520;0
28;44;control;984;300;240;540;0
28;45;control;1099;380;40;420;0
28;46;control;906;100;380;480;0
28;47;control;1305;160;360;520;0
28;48;control;1237;40;380;420;0
28;49;multi-motive;912;360;120;480;1
28;50;multi-motive;828;180;340;520;1
28;51;multi-motive;811;220;320;540;1
28;52;control;1247;360;120;480;0
28;53;control;844;320;220;540;0
28;54;control;849;320;220;540;0
28;55;multi-motive;1227;380;40;420;1
28;56;multi-motive;804;280;280;560;1
28;57;multi-motive;1273;380;60;440;1
28;59;multi-motive;783;300;240;540;1
28;60;multi-motive;836;160;360;520;1
28;61;control;1109;340;180;520;0
28;62;control;876;380;100;480;0
28;63;control;917;380;60;440;0
28;64;multi-motive;1625;340;180;520;1
28;65;multi-motive;1126;380;60;440;1
28;66;multi-motive;981;120;360;480;1
28;67;multi-motive;767;160;360;520;1
28;68;multi-motive;1428;360;160;520;1
28;69;multi-motive;755;360;160;520;1
28;70;control;942;60;380;440;0
28;71;control;997;20;380;400;0
28;72;control;1192;160;360;520;0
28;73;multi-motive;912;380;100;480;1
28;74;multi-motive;877;240;300;540;1
28;75;multi-motive;757;240;300;540;1
28;76;control;1025;180;340;520;0
28;78;control;1656;380;20;400;0
28;79;control;1019;220;320;540;0
28;80;control;2834;20;380;400;1
28;82;multi-motive;733;320;220;540;1
28;83;multi-motive;1140;100;380;480;1
28;84;multi-motive;893;60;380;440;1
29;1;control;1329;20;380;400;1
29;2;control;2026;380;20;400;0
29;3;control;3175;380;60;440;1
29;5;multi-motive;1982;300;240;540;1
29;6;multi-motive;1822;240;300;540;1
29;7;control;2087;360;120;480;1
29;8;control;1751;300;240;540;1
29;9;control;1525;20;380;400;1
29;10;multi-motive;863;20;380;400;1
29;11;multi-motive;887;60;380;440;1
29;12;multi-motive;931;320;220;540;1
29;13;control;1508;180;340;520;1
29;14;control;1480;280;280;560;1
29;15;control;1000;180;340;520;1
29;16;control;1281;60;380;440;1
29;17;control;2534;380;40;420;0
29;18;control;836;240;300;540;1
29;19;control;1294;220;320;540;1
29;21;control;900;60;380;440;1
29;22;multi-motive;1486;300;240;540;1
29;23;multi-motive;1388;380;40;420;1
29;24;multi-motive;1136;160;360;520;1
29;25;control;2254;320;220;540;1
29;27;control;2074;340;180;520;1
29;28;multi-motive;882;360;120;480;1
29;29;multi-motive;1132;360;120;480;1
29;30;multi-motive;1215;220;320;540;1
29;31;multi-motive;1183;240;300;540;1
29;32;multi-motive;1605;120;360;480;1
29;33;multi-motive;2248;380;60;440;1
29;34;control;1929;100;380;480;1
29;35;control;3113;380;40;420;0
29;36;control;1450;160;360;520;1
29;37;control;1432;220;320;540;1
29;38;control;1864;100;380;480;1
29;39;control;1012;320;220;540;1
29;40;multi-motive;1404;100;380;480;1
29;42;multi-motive;1272;220;320;540;1
29;43;multi-motive;1045;180;340;520;1
29;44;multi-motive;983;280;280;560;1
29;45;multi-motive;939;180;340;520;1
29;47;control;2320;340;180;520;1
29;49;control;1141;120;360;480;1
29;50;control;1938;280;280;560;1
29;51;control;3044;380;100;480;1
29;52;control;1128;40;380;420;1
29;53;control;1737;300;240;540;1
29;54;control;2822;360;160;520;1
29;55;control;1118;40;380;420;1
29;56;control;2304;360;120;480;1
29;57;control;2390;360;160;520;1
29;58;multi-motive;1520;380;100;480;1
29;59;multi-motive;1640;40;380;420;1
29;60;multi-motive;1805;340;180;520;1
29;61;multi-motive;1559;380;20;400;1
29;62;multi-motive;2085;380;20;400;0
29;63;multi-motive;2875;380;60;440;1
29;64;control;1729;380;100;480;1
29;65;control;1712;380;20;400;0
29;66;control;2164;120;360;480;1
29;67;control;1408;160;360;520;1
29;68;control;1648;240;300;540;1
29;71;multi-motive;1863;280;280;560;1
29;72;multi-motive;1293;20;380;400;1
29;73;multi-motive;3074;380;40;420;1
29;74;multi-motive;1972;320;220;540;1
29;76;multi-motive;929;120;360;480;1
29;77;multi-motive;1657;100;380;480;1
29;78;multi-motive;1910;340;180;520;1
29;79;multi-motive;1468;360;160;520;1
29;80;multi-motive;1067;60;380;440;1
29;81;multi-motive;1895;40;380;420;1
29;82;multi-motive;956;160;360;520;1
29;83;multi-motive;1809;380;100;480;1
29;84;multi-motive;2125;360;160;520;1
30;1;control;1151;180;340;520;1
30;2;control;778;160;360;520;1
30;4;control;669;120;360;480;1
30;6;control;993;60;380;440;1
30;7;control;816;360;160;520;1
30;8;control;1247;280;280;560;1
30;9;control;1494;380;40;420;1
30;10;control;1044;320;220;540;1
30;11;control;775;20;380;400;1
30;12;control;1052;100;380;480;1
30;13;multi-motive;839;180;340;520;1
30;14;multi-motive;992;40;380;420;1
30;15;multi-motive;1099;380;100;480;1
30;16;control;869;240;300;540;1
30;17;control;1166;380;100;480;1
30;18;control;1014;240;300;540;1
30;19;control;994;300;240;540;1
30;20;control;722;220;320;540;1
30;21;control;995;340;180;520;1
30;22;multi-motive;973;300;240;540;1
30;24;multi-motive;983;160;360;520;1
30;25;control;1064;380;100;480;1
30;26;control;1161;380;40;420;1
30;27;control;1307;60;380;440;1
30;28;control;1398;40;380;420;1
30;29;control;1180;40;380;420;1
30;31;multi-motive;1214;240;300;540;1
30;32;multi-motive;1294;380;40;420;1
30;33;multi-motive;1945;280;280;560;1
30;34;multi-motive;1145;360;120;480;1
30;36;multi-motive;2696;380;60;440;1
30;37;multi-motive;2730;380;40;420;1
30;38;multi-motive;1090;220;320;540;1
30;39;multi-motive;1232;120;360;480;1
30;40;control;917;320;220;540;1
30;41;control;1631;380;20;400;1
30;43;multi-motive;1548;280;280;560;1
30;44;multi-motive;1471;380;20;400;1
30;45;multi-motive;1209;100;380;480;1
30;46;multi-motive;1191;100;380;480;1
30;47;multi-motive;1017;320;220;540;1
30;48;multi-motive;1421;20;380;400;1
30;49;multi-motive;1012;60;380;440;1
30;51;multi-motive;884;380;100;480;1
30;52;control;775;20;380;400;1
30;53;control;817;340;180;520;1
30;54;control;821;220;320;540;1
30;55;multi-motive;832;340;180;520;1
30;56;multi-motive;710;40;380;420;1
30;57;multi-motive;839;220;320;540;1
30;58;multi-motive;872;180;340;520;1
30;60;multi-motive;839;20;380;400;1
30;61;multi-motive;1627;340;180;520;1
30;62;multi-motive;1144;360;160;520;1
30;63;multi-motive;886;360;160;520;1
30;64;control;965;360;120;480;1
30;65;control;886;360;120;480;1
30;66;control;853;180;340;520;1
30;67;multi-motive;1007;320;220;540;1
30;68;multi-motive;839;240;300;540;1
30;69;multi-motive;1449;360;120;480;1
30;70;control;945;380;60;440;1
30;71;control;858;380;60;440;1
30;72;control;831;280;280;560;1
30;73;multi-motive;1012;300;240;540;1
30;74;multi-motive;855;380;60;440;1
30;75;multi-motive;970;120;360;480;1
30;76;control;880;160;360;520;1
30;77;control;977;360;160;520;1
30;79;multi-motive;892;160;360;520;1
30;80;multi-motive;825;60;380;440;1
30;81;multi-motive;982;380;20;400;1
30;82;control;923;300;240;540;1
30;83;control;782;100;380;480;1
30;84;control;1214;120;360;480;1
31;1;reciprocity;1320;380;20;400;1
31;3;reciprocity;1512;60;380;440;0
31;4;empathy;1182;280;280;560;1
31;5;empathy;1081;360;160;520;1
31;6;empathy;1331;280;280;560;1
31;7;empathy;890;380;60;440;1
31;8;empathy;1269;320;220;540;1
31;9;empathy;1101;20;380;400;1
31;10;empathy;773;160;360;520;1
31;11;empathy;973;320;220;540;1
31;13;empathy;1003;100;380;480;1
31;14;empathy;733;60;380;440;1
31;16;reciprocity;1675;380;40;420;1
31;18;reciprocity;1043;180;340;520;0
31;20;reciprocity;1283;120;360;480;1
31;21;reciprocity;839;20;380;400;1
31;22;reciprocity;1430;160;360;520;1
31;23;reciprocity;1476;340;180;520;1
31;24;reciprocity;1568;380;20;400;0
31;25;empathy;803;300;240;540;1
31;26;empathy;1455;60;380;440;1
31;27;empathy;2042;380;40;420;0
31;28;empathy;1546;380;20;400;1
31;29;empathy;867;40;380;420;1
31;30;empathy;788;360;120;480;1
31;31;empathy;989;220;320;540;1
31;32;empathy;1338;380;40;420;1
31;33;empathy;1352;380;20;400;1
31;34;reciprocity;2552;380;100;480;1
31;35;reciprocity;867;60;380;440;1
31;36;reciprocity;1465;360;160;520;0
31;37;empathy;1024;100;380;480;1
31;38;empathy;1369;40;380;420;1
31;39;empathy;1061;360;120;480;1
31;41;reciprocity;630;40;380;420;1
31;42;reciprocity;1507;100;380;480;1
31;43;reciprocity;1063;320;220;540;1
31;44;reciprocity;797;40;380;420;1
31;45;reciprocity;1073;240;300;540;1
31;46;reciprocity;1145;340;180;520;0
31;47;reciprocity;1143;280;280;560;1
31;48;reciprocity;1574;360;120;480;1
31;49;reciprocity;1884;280;280;560;1
31;50;reciprocity;1366;300;240;540;1
31;51;reciprocity;784;100;380;480;1
31;52;reciprocity;2055;380;60;440;1
31;53;reciprocity;1230;180;340;520;1
31;54;reciprocity;1728;360;120;480;1
31;55;empathy;889;220;320;540;1
31;56;empathy;1530;340;180;520;1
31;58;reciprocity;1340;380;40;420;0
31;59;reciprocity;1972;360;160;520;1
31;60;reciprocity;1328;380;100;480;0
31;61;empathy;590;180;340;520;1
31;62;empathy;923;240;300;540;1
31;63;empathy;1504;120;360;480;1
31;64;empathy;3655;20;380;400;1
31;65;empathy;1115;380;60;440;1
31;66;empathy;1017;120;360;480;1
31;67;empathy;1601;380;100;480;1
31;68;empathy;1001;340;180;520;1
31;70;reciprocity;1093;300;240;540;1
31;71;reciprocity;1497;220;320;540;1
31;72;reciprocity;1949;220;320;540;0
31;74;empathy;905;360;160;520;1
31;75;empathy;786;180;340;520;1
31;76;reciprocity;931;120;360;480;1
31;77;reciprocity;1283;240;300;540;1
31;78;reciprocity;1101;320;220;540;1
31;79;empathy;680;160;360;520;1
31;80;empathy;1166;300;240;540;1
31;81;empathy;1339;240;300;540;1
31;82;reciprocity;1163;380;60;440;1
31;83;reciprocity;1969;160;360;520;1
31;84;reciprocity;1124;20;380;400;1
32;1;empathy;1929;380;20;400;0
32;2;empathy;2714;240;300;540;1
32;3;empathy;1367;180;340;520;1
32;4;reciprocity;977;60;380;440;1
32;5;reciprocity;1989;380;20;400;1
32;6;reciprocity;2275;360;120;480;0
32;7;reciprocity;957;100;380;480;1
32;8;reciprocity;1798;160;360;520;1
32;9;reciprocity;2322;380;40;420;0
32;10;empathy;1705;380;100;480;1
32;11;empathy;2043;380;20;400;0
32;12;empathy;1621;280;280;560;1
32;13;empathy;1884;60;380;440;1
32;14;empathy;2589;320;220;540;0
32;15;empathy;2314;300;240;540;1
32;16;reciprocity;1632;280;280;560;1
32;17;reciprocity;1926;180;340;520;1
32;19;reciprocity;1899;380;40;420;0
32;20;reciprocity;2761;360;160;520;1
32;22;empathy;3061;340;180;520;1
32;24;empathy;2314;120;360;480;1
32;25;reciprocity;2181;100;380;480;1
32;26;reciprocity;2217;360;160;520;1
32;27;reciprocity;1912;220;320;540;1
32;28;reciprocity;2668;380;60;440;1
32;29;reciprocity;2207;20;380;400;1
32;30;reciprocity;1528;320;220;540;1
32;31;empathy;1745;220;320;540;1
32;32;empathy;2651;380;60;440;0
32;34;reciprocity;1215;220;320;540;1
32;35;reciprocity;1927;240;300;540;1
32;36;reciprocity;2872;340;180;520;0
32;37;reciprocity;2280;380;100;480;1
32;38;reciprocity;1712;160;360;520;1
32;39;reciprocity;1753;300;240;540;1
32;40;empathy;1924;180;340;520;1
32;41;empathy;2446;360;160;520;1
32;42;empathy;2077;360;120;480;1
32;43;reciprocity;2188;340;180;520;0
32;44;reciprocity;1939;300;240;540;1
32;45;reciprocity;2337;280;280;560;1
32;46;reciprocity;3070;380;20;400;0
32;47;reciprocity;1006;120;360;480;1
32;48;reciprocity;1144;240;300;540;1
32;49;empathy;2154;360;120;480;1
32;50;empathy;903;320;220;540;1
32;51;empathy;1057;300;240;540;1
32;52;reciprocity;1384;180;340;520;1
32;53;reciprocity;1996;380;100;480;0
32;56;empathy;924;20;380;400;1
32;57;empathy;1462;20;380;400;1
32;58;reciprocity;1435;320;220;540;1
32;60;reciprocity;1281;40;380;420;1
32;61;empathy;2288;340;180;520;1
32;62;empathy;1139;160;360;520;1
32;63;empathy;871;40;380;420;1
32;64;empathy;956;120;360;480;1
32;65;empathy;2257;380;100;480;0
32;66;empathy;1143;240;300;540;1
32;67;empathy;1762;360;160;520;1
32;68;empathy;2196;40;380;420;1
32;69;empathy;971;100;380;480;1
32;70;empathy;1075;160;360;520;1
32;71;empathy;1137;100;380;480;1
32;72;empathy;2817;380;40;420;0
32;74;empathy;2113;380;60;440;0
32;75;empathy;1306;280;280;560;1
32;76;reciprocity;845;40;380;420;1
32;77;reciprocity;2754;380;60;440;1
32;78;reciprocity;1423;120;360;480;1
32;79;reciprocity;2292;60;380;440;1
32;80;reciprocity;2075;360;120;480;0
32;81;reciprocity;928;20;380;400;1
32;82;empathy;2536;380;40;420;1
32;83;empathy;1479;220;320;540;1
32;84;empathy;1064;60;380;440;1
33;1;empathy;1563;240;300;540;1
33;2;empathy;1644;220;320;540;1
33;3;empathy;2711;300;240;540;0
33;4;reciprocity;1230;380;60;440;1
33;5;reciprocity;1065;20;380;400;1
33;6;reciprocity;1294;40;380;420;1
33;7;empathy;1028;100;380;480;1
33;8;empathy;1042;20;380;400;1
33;10;reciprocity;2187;340;180;520;0
33;11;reciprocity;1369;180;340;520;1
33;12;reciprocity;1163;100;380;480;1
33;13;empathy;1204;340;180;520;0
33;14;empathy;1541;240;300;540;1
33;15;empathy;2764;380;60;440;0
33;16;empathy;1137;40;380;420;1
33;17;empathy;1295;380;40;420;0
33;18;empathy;2086;300;240;540;0
33;19;empathy;1224;220;320;540;1
33;20;empathy;977;40;380;420;1
33;21;empathy;1301;120;360;480;1
33;22;empathy;907;100;380;480;1
33;23;empathy;2492;360;160;520;0
33;24;empathy;897;60;380;440;1
33;25;reciprocity;1883;380;40;420;0
33;26;reciprocity;763;120;360;480;1
33;27;reciprocity;3359;300;240;540;1
33;28;reciprocity;3018;320;220;540;1
33;29;reciprocity;1993;160;360;520;1
33;30;reciprocity;894;60;380;440;1
33;31;reciprocity;2412;360;120;480;0
33;33;reciprocity;754;240;300;540;1
33;34;empathy;1035;320;220;540;0
33;35;empathy;839;280;280;560;1
33;36;empathy;827;60;380;440;1
33;37;reciprocity;1829;380;40;420;0
33;38;reciprocity;3374;360;160;520;0
33;40;reciprocity;783;20;380;400;1
33;41;reciprocity;909;120;360;480;1
33;42;reciprocity;1457;360;160;520;0
33;44;empathy;963;360;120;480;1
33;45;empathy;1977;380;40;420;0
33;46;empathy;987;340;180;520;1
33;47;empathy;889;280;280;560;1
33;48;empathy;773;180;340;520;1
33;49;empathy;739;120;360;480;1
33;50;empathy;1475;380;100;480;0
33;51;empathy;979;180;340;520;1
33;52;empathy;758;20;380;400;1
33;53;empathy;1704;380;100;480;0
33;54;empathy;2230;360;120;480;0
33;55;reciprocity;1387;360;120;480;0
33;57;reciprocity;2823;380;60;440;0
33;58;reciprocity;2671;280;280;560;1
33;59;reciprocity;2752;300;240;540;1
33;60;reciprocity;1342;240;300;540;1
33;61;empathy;1048;160;360;520;1
33;62;empathy;1846;380;60;440;0
33;63;empathy;962;160;360;520;1
33;64;reciprocity;1687;340;180;520;0
33;65;reciprocity;1650;380;20;400;1
33;67;empathy;1965;380;20;400;0
33;68;empathy;1252;360;160;520;0
33;70;reciprocity;998;180;340;520;1
33;71;reciprocity;1871;160;360;520;1
33;72;reciprocity;1909;380;100;480;0
33;73;reciprocity;2351;220;320;540;1
33;74;reciprocity;1979;280;280;560;1
33;75;reciprocity;2716;320;220;540;1
33;76;empathy;839;320;220;540;1
33;78;empathy;2179;380;20;400;0
33;79;reciprocity;1719;100;380;480;1
33;80;reciprocity;2466;380;100;480;0
33;81;reciprocity;1089;380;20;400;0
33;82;reciprocity;780;60;380;440;1
33;83;reciprocity;1172;40;380;420;1
33;84;reciprocity;866;220;320;540;1
