"","ID","trialno","condition","rt","self_poss_loss","other_poss_loss","diff_diff","resp_code"
"2038","17",22,"empathy",655,120,360,480,1
"2039","17",23,"empathy",1354,160,360,520,1
"2040","17",24,"empathy",798,100,380,480,1
"2042","17",26,"reciprocity",631,160,360,520,1
"2043","17",27,"reciprocity",610,100,380,480,1
"2045","17",29,"reciprocity",1014,360,120,480,0
"2046","17",30,"reciprocity",1205,320,220,540,1
"2047","17",31,"empathy",1801,240,300,540,1
"2048","17",32,"empathy",1300,60,380,440,1
"2049","17",33,"empathy",1185,120,360,480,1
"2050","17",34,"empathy",978,100,380,480,1
"2051","17",35,"empathy",1320,300,240,540,1
"2052","17",36,"empathy",945,360,160,520,0
"2053","17",37,"empathy",1508,340,180,520,1
"2054","17",38,"empathy",1467,380,100,480,0
"2055","17",39,"empathy",990,160,360,520,1
"2056","17",40,"empathy",1143,360,120,480,1
"2057","17",41,"empathy",975,380,20,400,0
"2058","17",42,"empathy",1577,180,340,520,0
"2059","17",43,"reciprocity",1558,380,100,480,0
"2060","17",44,"reciprocity",748,100,380,480,1
"2061","17",45,"reciprocity",1127,220,320,540,1
"2062","17",46,"reciprocity",1655,280,280,560,0
"2063","17",47,"reciprocity",896,60,380,440,1
"2064","17",48,"reciprocity",1171,120,360,480,1
"2065","17",49,"reciprocity",698,60,380,440,1
"2066","17",50,"reciprocity",638,160,360,520,1
"2067","17",51,"reciprocity",577,180,340,520,1
"2068","17",52,"empathy",1041,280,280,560,1
"2070","17",54,"empathy",1016,340,180,520,1
"2071","17",55,"reciprocity",1523,360,120,480,0
"2072","17",56,"reciprocity",1019,360,160,520,0
"2073","17",57,"reciprocity",712,380,20,400,0
"2074","17",58,"reciprocity",1070,300,240,540,0
"2075","17",59,"reciprocity",702,20,380,400,1
"2076","17",60,"reciprocity",795,360,160,520,1
"2077","17",61,"empathy",970,380,40,420,0
"2078","17",62,"empathy",1086,40,380,420,1
"2079","17",63,"empathy",979,380,20,400,0
"2080","17",64,"reciprocity",1028,380,40,420,0
"2081","17",65,"reciprocity",1295,240,300,540,1
"2082","17",66,"reciprocity",1566,380,100,480,0
"2083","17",67,"empathy",1200,280,280,560,0
"2085","17",69,"empathy",764,180,340,520,1
"2086","17",70,"reciprocity",1394,340,180,520,0
"2087","17",71,"reciprocity",664,240,300,540,1
"2088","17",72,"reciprocity",1220,320,220,540,0
"2089","17",73,"reciprocity",543,40,380,420,1
"2090","17",74,"reciprocity",920,280,280,560,1
"2091","17",75,"reciprocity",797,180,340,520,1
"2092","17",76,"reciprocity",972,380,60,440,0
"2093","17",77,"reciprocity",1487,40,380,420,1
"2094","17",78,"reciprocity",975,380,40,420,0
"2095","17",79,"empathy",1255,320,220,540,0
"2096","17",80,"empathy",1466,300,240,540,1
"2097","17",81,"empathy",1487,380,100,480,0
"2098","17",82,"empathy",989,320,220,540,0
"2099","17",83,"empathy",1547,220,320,540,1
"2100","17",84,"empathy",1100,240,300,540,1
"2101","18",1,"reciprocity",3287,380,100,480,1
"2102","18",2,"reciprocity",1165,160,360,520,1
"2103","18",3,"reciprocity",1810,360,120,480,1
"2104","18",4,"reciprocity",770,380,60,440,1
"2105","18",5,"reciprocity",773,180,340,520,0
"2106","18",6,"reciprocity",1481,120,360,480,1
"2107","18",7,"reciprocity",1434,380,20,400,1
"2108","18",8,"reciprocity",1852,380,40,420,0
"2109","18",9,"reciprocity",2566,340,180,520,0
"2111","18",11,"reciprocity",2965,220,320,540,1
"2112","18",12,"reciprocity",1557,240,300,540,1
"2113","18",13,"empathy",3793,380,60,440,0
"2115","18",15,"empathy",2120,40,380,420,0
"2116","18",16,"empathy",2219,300,240,540,1
"2117","18",17,"empathy",2605,280,280,560,1
"2118","18",18,"empathy",2419,360,120,480,0
"2119","18",19,"empathy",2546,320,220,540,1
"2120","18",20,"empathy",3434,340,180,520,1
"2122","18",22,"empathy",2520,100,380,480,1
"2123","18",23,"empathy",3479,380,40,420,0
"2124","18",24,"empathy",3040,100,380,480,1
"2125","18",25,"empathy",1136,40,380,420,1
"2128","18",28,"reciprocity",1875,40,380,420,1
"2129","18",29,"reciprocity",1684,340,180,520,1
"2131","18",31,"reciprocity",1897,360,120,480,1
"2132","18",32,"reciprocity",2813,380,100,480,0
"2133","18",33,"reciprocity",1383,100,380,480,1
"2134","18",34,"empathy",2579,120,360,480,1
"2135","18",35,"empathy",2628,380,20,400,1
"2136","18",36,"empathy",2630,160,360,520,1
"2137","18",37,"empathy",1738,380,40,420,1
"2138","18",38,"empathy",2808,20,380,400,1
"2139","18",39,"empathy",2024,380,20,400,0
"2140","18",40,"empathy",1350,240,300,540,1
"2141","18",41,"empathy",1437,320,220,540,1
"2142","18",42,"empathy",1089,380,60,440,0
"2143","18",43,"empathy",2146,380,100,480,1
"2144","18",44,"empathy",1677,60,380,440,0
"2146","18",46,"empathy",1449,220,320,540,1
"2147","18",47,"empathy",2482,60,380,440,1
"2148","18",48,"empathy",2607,240,300,540,1
"2149","18",49,"empathy",1169,340,180,520,1
"2150","18",50,"empathy",2241,360,160,520,1
"2151","18",51,"empathy",1735,360,120,480,1
"2152","18",52,"reciprocity",1090,280,280,560,1
"2153","18",53,"reciprocity",901,20,380,400,1
"2154","18",54,"reciprocity",1100,120,360,480,1
"2155","18",55,"empathy",1144,180,340,520,1
"2156","18",56,"empathy",966,160,360,520,1
"2157","18",57,"empathy",963,280,280,560,1
"2158","18",58,"reciprocity",881,380,60,440,0
"2159","18",59,"reciprocity",1662,380,20,400,1
"2160","18",60,"reciprocity",3186,380,40,420,0
"2161","18",61,"reciprocity",1989,240,300,540,1
"2162","18",62,"reciprocity",1014,320,220,540,0
"2163","18",63,"reciprocity",1243,280,280,560,1
"2166","18",66,"reciprocity",3696,300,240,540,0
"2167","18",67,"reciprocity",844,20,380,400,1
"2168","18",68,"reciprocity",795,360,160,520,0
"2169","18",69,"reciprocity",1106,40,380,420,1
"2170","18",70,"empathy",980,380,100,480,1
"2171","18",71,"empathy",907,300,240,540,1
"2172","18",72,"empathy",893,120,360,480,1
"2173","18",73,"reciprocity",2165,300,240,540,1
"2174","18",74,"reciprocity",1752,220,320,540,1
"2175","18",75,"reciprocity",849,180,340,520,1
"2176","18",76,"reciprocity",903,60,380,440,1
"2177","18",77,"reciprocity",656,100,380,480,1
"2178","18",78,"reciprocity",1417,160,360,520,1
"2179","18",79,"empathy",700,20,380,400,1
"2180","18",80,"empathy",974,360,160,520,1
"2181","18",81,"empathy",2377,180,340,520,1
"2182","18",82,"reciprocity",1150,60,380,440,1
"2183","18",83,"reciprocity",1328,360,160,520,1
"2184","18",84,"reciprocity",1950,320,220,540,1
"2185","19",1,"control",1930,120,360,480,1
"2186","19",2,"control",1408,380,60,440,0
"2187","19",3,"control",1181,60,380,440,1
"2188","19",4,"control",2478,320,220,540,1
"2189","19",5,"control",2336,60,380,440,1
"2190","19",6,"control",2004,300,240,540,1
"2191","19",7,"multi-motive",2746,380,40,420,1
"2192","19",8,"multi-motive",2713,380,60,440,0
"2194","19",10,"control",2749,380,100,480,0
"2195","19",11,"control",1927,360,160,520,1
"2197","19",13,"control",3568,320,220,540,1
"2199","19",15,"control",1447,280,280,560,1
"2201","19",17,"control",2424,280,280,560,0
"2202","19",18,"control",2657,20,380,400,1
"2203","19",19,"control",3036,40,380,420,0
"2205","19",21,"control",1796,380,100,480,1
"2206","19",22,"control",1303,360,120,480,0
"2207","19",23,"control",2042,180,340,520,1
"2208","19",24,"control",1704,360,160,520,0
"2209","19",25,"control",2976,360,120,480,1
"2210","19",26,"control",2634,240,300,540,0
"2211","19",27,"control",1282,380,60,440,0
"2212","19",28,"multi-motive",3029,280,280,560,1
"2214","19",30,"multi-motive",1753,360,120,480,1
"2215","19",31,"multi-motive",2840,380,20,400,0
"2217","19",33,"multi-motive",2583,360,120,480,0
"2218","19",34,"control",2015,160,360,520,1
"2219","19",35,"control",1677,340,180,520,0
"2221","19",37,"multi-motive",2109,340,180,520,0
"2222","19",38,"multi-motive",2379,240,300,540,0
"2223","19",39,"multi-motive",2099,380,40,420,0
"2224","19",40,"control",1106,40,380,420,1
"2225","19",41,"control",2386,340,180,520,1
"2226","19",42,"control",2553,380,40,420,0
"2227","19",43,"multi-motive",2376,280,280,560,1
"2228","19",44,"multi-motive",2746,160,360,520,1
"2230","19",46,"multi-motive",1535,380,100,480,0
"2231","19",47,"multi-motive",1863,360,160,520,1
"2233","19",49,"multi-motive",1171,20,380,400,1
"2234","19",50,"multi-motive",1434,100,380,480,1
"2235","19",51,"multi-motive",3140,160,360,520,0
"2236","19",52,"multi-motive",1946,300,240,540,1
"2237","19",53,"multi-motive",2314,60,380,440,1
"2241","19",57,"control",973,20,380,400,1
"2242","19",58,"multi-motive",1836,60,380,440,1
"2243","19",59,"multi-motive",2061,120,360,480,1
"2244","19",60,"multi-motive",1657,240,300,540,1
"2245","19",61,"multi-motive",2812,320,220,540,0
"2246","19",62,"multi-motive",1307,380,60,440,0
"2247","19",63,"multi-motive",3590,340,180,520,0
"2248","19",64,"control",1387,160,360,520,1
"2249","19",65,"control",1823,380,40,420,0
"2250","19",66,"control",3728,300,240,540,0
"2251","19",67,"multi-motive",2106,180,340,520,1
"2252","19",68,"multi-motive",2643,120,360,480,1
"2253","19",69,"multi-motive",642,220,320,540,0
"2254","19",70,"multi-motive",1236,180,340,520,1
"2255","19",71,"multi-motive",1042,40,380,420,1
"2256","19",72,"multi-motive",2568,40,380,420,1
"2257","19",73,"control",2143,180,340,520,1
"2258","19",74,"control",3257,120,360,480,1
"2259","19",75,"control",2648,380,20,400,0
"2260","19",76,"multi-motive",2327,360,160,520,0
"2261","19",77,"multi-motive",2157,20,380,400,1
"2262","19",78,"multi-motive",1331,380,20,400,0
"2263","19",79,"multi-motive",1830,100,380,480,1
"2264","19",80,"multi-motive",2965,300,240,540,0
"2266","19",82,"control",3344,100,380,480,1
"2267","19",83,"control",2722,380,20,400,0
"2268","19",84,"control",2369,100,380,480,1
"2269","20",1,"control",3799,300,240,540,0
"2270","20",2,"control",2487,40,380,420,0
"2271","20",3,"control",2065,180,340,520,0
"2272","20",4,"multi-motive",2803,340,180,520,0
"2273","20",5,"multi-motive",2367,380,60,440,1
"2274","20",6,"multi-motive",2735,280,280,560,0
"2275","20",7,"control",3260,380,20,400,1
"2276","20",8,"control",2530,120,360,480,0
"2277","20",9,"control",1928,320,220,540,1
"2278","20",10,"multi-motive",1372,300,240,540,1
"2279","20",11,"multi-motive",1102,280,280,560,1
"2280","20",12,"multi-motive",1714,60,380,440,0
"2281","20",13,"multi-motive",3005,300,240,540,0
"2282","20",14,"multi-motive",1233,180,340,520,1
"2283","20",15,"multi-motive",2909,40,380,420,0
"2284","20",16,"control",2470,360,160,520,1
"2285","20",17,"control",3560,20,380,400,0
"2286","20",18,"control",1394,120,360,480,1
"2287","20",19,"control",1802,160,360,520,0
"2288","20",20,"control",1999,360,120,480,1
"2289","20",21,"control",2533,360,160,520,1
"2290","20",22,"control",1767,340,180,520,1
"2291","20",23,"control",3532,240,300,540,0
"2293","20",25,"multi-motive",3797,160,360,520,0
"2294","20",26,"multi-motive",3983,360,160,520,1
"2295","20",27,"multi-motive",1440,60,380,440,1
"2296","20",28,"multi-motive",1611,160,360,520,1
"2297","20",29,"multi-motive",2810,220,320,540,0
"2298","20",30,"multi-motive",2179,340,180,520,1
"2299","20",31,"multi-motive",1978,180,340,520,0
"2301","20",33,"multi-motive",1337,360,120,480,1
"2302","20",34,"multi-motive",2416,380,20,400,0
"2303","20",35,"multi-motive",1400,360,160,520,0
"2304","20",36,"multi-motive",2010,380,40,420,1
"2305","20",37,"multi-motive",2150,100,380,480,1
"2306","20",38,"multi-motive",1317,120,360,480,1
"2308","20",40,"control",2854,380,100,480,0
"2309","20",41,"control",1585,240,300,540,1
"2310","20",42,"control",1584,160,360,520,1
"2311","20",43,"control",1938,380,20,400,0
"2315","20",47,"multi-motive",1612,240,300,540,1
"2316","20",48,"multi-motive",1009,20,380,400,1
"2317","20",49,"control",1933,380,60,440,0
"2319","20",51,"control",3816,380,40,420,0
"2320","20",52,"control",1449,20,380,400,1
"2321","20",53,"control",3849,100,380,480,0
"2322","20",54,"control",3491,320,220,540,0
"2323","20",55,"control",2348,220,320,540,1
"2324","20",56,"control",2201,300,240,540,0
"2326","20",58,"multi-motive",2974,380,20,400,1
"2327","20",59,"multi-motive",2987,20,380,400,0
"2328","20",60,"multi-motive",1582,380,100,480,0
"2329","20",61,"multi-motive",1991,220,320,540,1
"2330","20",62,"multi-motive",2172,380,40,420,0
"2331","20",63,"multi-motive",2530,380,60,440,1
"2332","20",64,"multi-motive",3430,240,300,540,0
"2333","20",65,"multi-motive",1358,320,220,540,0
"2334","20",66,"multi-motive",3265,320,220,540,1
"2335","20",67,"multi-motive",2826,380,100,480,1
"2336","20",68,"multi-motive",1800,40,380,420,1
"2337","20",69,"multi-motive",1473,100,380,480,0
"2338","20",70,"control",2502,280,280,560,1
"2339","20",71,"control",3102,380,40,420,1
"2340","20",72,"control",3118,60,380,440,1
"2341","20",73,"control",2795,60,380,440,1
"2342","20",74,"control",2384,360,120,480,0
"2343","20",75,"control",1801,100,380,480,1
"2344","20",76,"control",2191,280,280,560,0
"2345","20",77,"control",1418,180,340,520,1
"2346","20",78,"control",1473,40,380,420,1
"2347","20",79,"control",2314,380,100,480,1
"2349","20",81,"control",2483,340,180,520,0
"2351","20",83,"multi-motive",2291,120,360,480,0
"2437","21",1,"control",2633,360,160,520,1
"2438","21",2,"control",3108,220,320,540,1
"2439","21",3,"control",1561,280,280,560,1
"2440","21",4,"control",1619,180,340,520,1
"2441","21",5,"control",1236,120,360,480,1
"2442","21",6,"control",2733,380,20,400,0
"2443","21",7,"control",1908,180,340,520,1
"2444","21",8,"control",1591,100,380,480,1
"2445","21",9,"control",2025,380,40,420,0
"2446","21",10,"control",2074,160,360,520,1
"2447","21",11,"control",1601,40,380,420,1
"2448","21",12,"control",1494,40,380,420,1
"2449","21",13,"multi-motive",1475,120,360,480,1
"2450","21",14,"multi-motive",2272,380,20,400,0
"2451","21",15,"multi-motive",1888,60,380,440,1
"2452","21",16,"multi-motive",1419,240,300,540,1
"2453","21",17,"multi-motive",1529,120,360,480,1
"2454","21",18,"multi-motive",2829,360,160,520,0
"2455","21",19,"multi-motive",1357,220,320,540,1
"2456","21",20,"multi-motive",1360,40,380,420,1
"2457","21",21,"multi-motive",1672,160,360,520,1
"2458","21",22,"multi-motive",1948,380,40,420,0
"2459","21",23,"multi-motive",1636,280,280,560,1
"2460","21",24,"multi-motive",1573,380,100,480,1
"2461","21",25,"control",2112,60,380,440,1
"2463","21",27,"control",1355,100,380,480,1
"2464","21",28,"control",2252,380,40,420,1
"2465","21",29,"control",1593,240,300,540,1
"2466","21",30,"control",3061,320,220,540,0
"2467","21",31,"control",1721,160,360,520,1
"2468","21",32,"control",1493,20,380,400,1
"2469","21",33,"control",1855,340,180,520,1
"2470","21",34,"control",2623,380,60,440,1
"2471","21",35,"control",2726,380,60,440,0
"2473","21",37,"multi-motive",1716,280,280,560,1
"2474","21",38,"multi-motive",2333,380,60,440,0
"2475","21",39,"multi-motive",1647,220,320,540,1
"2476","21",40,"control",1981,360,120,480,1
"2477","21",41,"control",2079,380,20,400,0
"2478","21",42,"control",1811,300,240,540,1
"2479","21",43,"multi-motive",2346,380,60,440,1
"2480","21",44,"multi-motive",1629,240,300,540,1
"2481","21",45,"multi-motive",1525,20,380,400,1
"2482","21",46,"multi-motive",2371,380,100,480,1
"2484","21",48,"multi-motive",2577,320,220,540,1
"2485","21",49,"multi-motive",1814,160,360,520,1
"2486","21",50,"multi-motive",1314,180,340,520,1
"2487","21",51,"multi-motive",2555,360,120,480,1
"2488","21",52,"multi-motive",1623,300,240,540,1
"2489","21",53,"multi-motive",2082,360,160,520,0
"2490","21",54,"multi-motive",1216,100,380,480,1
"2491","21",55,"multi-motive",1921,380,40,420,1
"2492","21",56,"multi-motive",1294,180,340,520,1
"2493","21",57,"multi-motive",1333,40,380,420,1
"2495","21",59,"control",1610,340,180,520,1
"2497","21",61,"multi-motive",1355,320,220,540,1
"2498","21",62,"multi-motive",1602,20,380,400,1
"2499","21",63,"multi-motive",1303,300,240,540,1
"2500","21",64,"multi-motive",2304,360,120,480,1
"2503","21",67,"control",1070,60,380,440,1
"2504","21",68,"control",1222,20,380,400,1
"2505","21",69,"control",1509,120,360,480,1
"2506","21",70,"multi-motive",1494,100,380,480,1
"2507","21",71,"multi-motive",2203,380,20,400,0
"2508","21",72,"multi-motive",1481,340,180,520,1
"2509","21",73,"control",1483,240,300,540,1
"2510","21",74,"control",1077,220,320,540,1
"2511","21",75,"control",1629,360,120,480,1
"2512","21",76,"control",1411,320,220,540,1
"2513","21",77,"control",1441,380,100,480,1
"2514","21",78,"control",1519,380,100,480,0
"2515","21",79,"multi-motive",977,60,380,440,1
"2517","21",81,"multi-motive",1988,340,180,520,0
"2519","21",83,"control",1672,300,240,540,1
"2520","21",84,"control",1224,280,280,560,1
"2521","22",1,"reciprocity",2460,380,20,400,0
"2522","22",2,"reciprocity",2213,20,380,400,1
"2523","22",3,"reciprocity",2311,380,20,400,1
"2524","22",4,"reciprocity",3925,360,120,480,0
"2525","22",5,"reciprocity",3497,380,100,480,1
"2526","22",6,"reciprocity",3100,300,240,540,0
"2528","22",8,"empathy",3233,380,40,420,1
"2529","22",9,"empathy",1567,100,380,480,1
"2530","22",10,"empathy",1861,120,360,480,1
"2531","22",11,"empathy",2332,360,160,520,1
"2532","22",12,"empathy",2236,380,60,440,1
"2533","22",13,"empathy",1390,280,280,560,1
"2534","22",14,"empathy",2805,300,240,540,1
"2535","22",15,"empathy",1540,240,300,540,1
"2536","22",16,"reciprocity",3796,360,160,520,1
"2537","22",17,"reciprocity",3157,280,280,560,0
"2538","22",18,"reciprocity",2825,160,360,520,1
"2539","22",19,"empathy",2883,160,360,520,1
"2540","22",20,"empathy",2756,380,100,480,1
"2541","22",21,"empathy",2173,40,380,420,1
"2542","22",22,"reciprocity",1982,360,120,480,1
"2543","22",23,"reciprocity",2197,120,360,480,1
"2544","22",24,"reciprocity",2348,220,320,540,1
"2545","22",25,"reciprocity",1872,380,60,440,1
"2546","22",26,"reciprocity",1937,320,220,540,1
"2547","22",27,"reciprocity",2470,60,380,440,1
"2548","22",28,"empathy",2124,20,380,400,1
"2549","22",29,"empathy",2062,380,20,400,1
"2551","22",31,"reciprocity",1943,160,360,520,1
"2552","22",32,"reciprocity",1995,280,280,560,1
"2553","22",33,"reciprocity",2408,60,380,440,1
"2554","22",34,"empathy",2781,320,220,540,1
"2556","22",36,"empathy",2228,240,300,540,1
"2558","22",38,"reciprocity",1943,180,340,520,1
"2559","22",39,"reciprocity",2671,300,240,540,1
"2560","22",40,"reciprocity",2542,380,60,440,1
"2561","22",41,"reciprocity",1809,380,40,420,0
"2562","22",42,"reciprocity",2347,240,300,540,1
"2563","22",43,"reciprocity",1292,40,380,420,1
"2564","22",44,"reciprocity",1496,100,380,480,1
"2566","22",46,"reciprocity",2283,340,180,520,1
"2567","22",47,"reciprocity",3825,360,160,520,1
"2568","22",48,"reciprocity",2288,320,220,540,1
"2569","22",49,"reciprocity",2020,100,380,480,1
"2570","22",50,"reciprocity",2232,180,340,520,1
"2571","22",51,"reciprocity",3018,120,360,480,1
"2573","22",53,"empathy",3229,60,380,440,1
"2574","22",54,"empathy",1574,320,220,540,1
"2575","22",55,"empathy",3041,100,380,480,1
"2576","22",56,"empathy",2226,180,340,520,1
"2577","22",57,"empathy",2084,360,120,480,1
"2578","22",58,"empathy",2157,220,320,540,1
"2580","22",60,"empathy",1587,60,380,440,1
"2582","22",62,"reciprocity",1851,380,100,480,1
"2583","22",63,"reciprocity",2216,240,300,540,1
"2584","22",64,"empathy",2631,380,20,400,1
"2585","22",65,"empathy",2210,220,320,540,1
"2586","22",66,"empathy",2185,40,380,420,1
"2588","22",68,"reciprocity",3160,220,320,540,1
"2589","22",69,"reciprocity",1645,40,380,420,1
"2591","22",71,"reciprocity",1874,340,180,520,1
"2592","22",72,"reciprocity",1514,20,380,400,1
"2593","22",73,"empathy",2351,120,360,480,1
"2594","22",74,"empathy",3128,180,340,520,1
"2595","22",75,"empathy",3319,380,40,420,0
"2596","22",76,"empathy",2987,280,280,560,1
"2598","22",78,"empathy",1555,20,380,400,1
"2599","22",79,"empathy",1738,360,160,520,1
"2600","22",80,"empathy",2269,380,100,480,1
"2602","22",82,"empathy",2796,340,180,520,1
"2603","22",83,"empathy",1672,300,240,540,1
"2604","22",84,"empathy",2987,160,360,520,1
"2605","23",1,"empathy",1373,320,220,540,1
"2606","23",2,"empathy",1249,100,380,480,1
"2608","23",4,"empathy",1009,160,360,520,1
"2609","23",5,"empathy",889,300,240,540,0
"2610","23",6,"empathy",902,220,320,540,1
"2611","23",7,"reciprocity",899,300,240,540,1
"2612","23",8,"reciprocity",1031,360,120,480,1
"2613","23",9,"reciprocity",1287,340,180,520,0
"2614","23",10,"reciprocity",1224,280,280,560,1
"2615","23",11,"reciprocity",1841,60,380,440,0
"2616","23",12,"reciprocity",1151,20,380,400,1
"2617","23",13,"reciprocity",1505,180,340,520,1
"2618","23",14,"reciprocity",856,160,360,520,1
"2619","23",15,"reciprocity",1193,340,180,520,1
"2620","23",16,"reciprocity",1199,100,380,480,0
"2621","23",17,"reciprocity",1392,380,100,480,1
"2622","23",18,"reciprocity",886,380,60,440,1
"2623","23",19,"reciprocity",1186,360,160,520,1
"2624","23",20,"reciprocity",1110,240,300,540,1
"2625","23",21,"reciprocity",972,60,380,440,1
"2626","23",22,"empathy",781,20,380,400,1
"2627","23",23,"empathy",780,280,280,560,1
"2628","23",24,"empathy",977,60,380,440,1
"2629","23",25,"reciprocity",742,220,320,540,1
"2630","23",26,"reciprocity",1081,40,380,420,1
"2631","23",27,"reciprocity",1674,380,20,400,0
"2632","23",28,"empathy",1783,380,100,480,1
"2634","23",30,"empathy",1141,340,180,520,1
"2635","23",31,"empathy",1006,180,340,520,1
"2636","23",32,"empathy",780,320,220,540,1
"2637","23",33,"empathy",934,40,380,420,1
"2638","23",34,"empathy",1176,100,380,480,1
"2639","23",35,"empathy",867,380,40,420,1
"2640","23",36,"empathy",1723,180,340,520,0
"2641","23",37,"empathy",1149,340,180,520,1
"2644","23",40,"reciprocity",1186,300,240,540,1
"2645","23",41,"reciprocity",816,120,360,480,1
"2646","23",42,"reciprocity",1564,220,320,540,0
"2647","23",43,"empathy",1891,220,320,540,1
"2648","23",44,"empathy",1347,380,40,420,1
"2649","23",45,"empathy",1015,360,120,480,1
"2650","23",46,"empathy",1255,240,300,540,1
"2651","23",47,"empathy",1207,380,20,400,1
"2652","23",48,"empathy",1722,20,380,400,1
"2653","23",49,"empathy",756,240,300,540,1
"2654","23",50,"empathy",1809,380,60,440,0
"2655","23",51,"empathy",776,380,20,400,1
"2657","23",53,"reciprocity",1670,380,100,480,0
"2658","23",54,"reciprocity",1722,320,220,540,1
"2659","23",55,"reciprocity",1709,380,60,440,1
"2660","23",56,"reciprocity",1015,160,360,520,1
"2661","23",57,"reciprocity",1058,360,120,480,1
"2662","23",58,"empathy",1129,380,100,480,1
"2663","23",59,"empathy",1695,300,240,540,1
"2664","23",60,"empathy",1482,60,380,440,1
"2665","23",61,"reciprocity",2273,360,160,520,0
"2666","23",62,"reciprocity",1339,120,360,480,1
"2667","23",63,"reciprocity",1087,380,40,420,1
"2668","23",64,"reciprocity",831,100,380,480,1
"2669","23",65,"reciprocity",1259,380,40,420,1
"2673","23",69,"reciprocity",1034,180,340,520,1
"2674","23",70,"reciprocity",1907,380,20,400,1
"2675","23",71,"reciprocity",874,280,280,560,1
"2676","23",72,"reciprocity",1111,240,300,540,0
"2677","23",73,"empathy",796,360,160,520,1
"2678","23",74,"empathy",1757,280,280,560,1
"2679","23",75,"empathy",941,160,360,520,1
"2680","23",76,"reciprocity",1235,320,220,540,0
"2681","23",77,"reciprocity",1392,40,380,420,1
"2682","23",78,"reciprocity",1368,20,380,400,1
"2683","23",79,"empathy",1137,360,120,480,1
"2684","23",80,"empathy",1092,360,160,520,1
"2685","23",81,"empathy",1375,120,360,480,1
"2686","23",82,"empathy",1088,380,60,440,1
"2687","23",83,"empathy",552,120,360,480,1
"2688","23",84,"empathy",1072,40,380,420,1
"2689","24",1,"reciprocity",2119,360,120,480,1
"2690","24",2,"reciprocity",1978,180,340,520,1
"2691","24",3,"reciprocity",1974,340,180,520,0
"2692","24",4,"empathy",1711,240,300,540,1
"2693","24",5,"empathy",2593,300,240,540,1
"2694","24",6,"empathy",1682,240,300,540,1
"2695","24",7,"reciprocity",1612,380,60,440,1
"2696","24",8,"reciprocity",1359,220,320,540,1
"2697","24",9,"reciprocity",1935,320,220,540,0
"2698","24",10,"empathy",3575,320,220,540,1
"2699","24",11,"empathy",1332,160,360,520,1
"2700","24",12,"empathy",1703,180,340,520,1
"2702","24",14,"empathy",1646,60,380,440,1
"2703","24",15,"empathy",1102,40,380,420,1
"2705","24",17,"empathy",2314,360,120,480,1
"2706","24",18,"empathy",1485,160,360,520,1
"2707","24",19,"empathy",891,100,380,480,1
"2708","24",20,"empathy",1284,120,360,480,1
"2709","24",21,"empathy",2741,380,60,440,1
"2710","24",22,"empathy",2399,380,40,420,0
"2711","24",23,"empathy",1828,360,120,480,1
"2712","24",24,"empathy",2878,380,20,400,1
"2713","24",25,"reciprocity",2891,380,40,420,1
"2714","24",26,"reciprocity",1895,320,220,540,1
"2715","24",27,"reciprocity",1480,180,340,520,1
"2716","24",28,"reciprocity",1270,160,360,520,1
"2717","24",29,"reciprocity",1975,240,300,540,0
"2718","24",30,"reciprocity",2243,220,320,540,1
"2719","24",31,"reciprocity",2898,380,100,480,1
"2720","24",32,"reciprocity",1071,20,380,400,1
"2721","24",33,"reciprocity",2180,380,60,440,0
"2722","24",34,"empathy",2362,280,280,560,1
"2723","24",35,"empathy",1190,220,320,540,1
"2724","24",36,"empathy",1497,360,160,520,1
"2725","24",37,"empathy",945,180,340,520,1
"2726","24",38,"empathy",1845,380,20,400,0
"2728","24",40,"empathy",740,20,380,400,1
"2729","24",41,"empathy",1397,280,280,560,1
"2731","24",43,"empathy",1137,20,380,400,1
"2732","24",44,"empathy",1165,120,360,480,1
"2733","24",45,"empathy",990,60,380,440,1
"2734","24",46,"reciprocity",2540,160,360,520,1
"2735","24",47,"reciprocity",2066,100,380,480,1
"2736","24",48,"reciprocity",1497,280,280,560,1
"2738","24",50,"reciprocity",996,40,380,420,1
"2739","24",51,"reciprocity",2220,380,100,480,0
"2740","24",52,"empathy",1432,340,180,520,1
"2741","24",53,"empathy",2363,40,380,420,1
"2742","24",54,"empathy",2280,360,160,520,1
"2744","24",56,"reciprocity",2093,60,380,440,1
"2745","24",57,"reciprocity",1758,280,280,560,1
"2746","24",58,"empathy",2452,380,100,480,1
"2747","24",59,"empathy",2533,380,40,420,1
"2748","24",60,"empathy",3096,300,240,540,0
"2749","24",61,"empathy",2253,380,100,480,1
"2750","24",62,"empathy",1945,100,380,480,1
"2751","24",63,"empathy",936,320,220,540,1
"2752","24",64,"reciprocity",2417,300,240,540,1
"2754","24",66,"reciprocity",179,120,360,480,1
"2755","24",67,"empathy",1927,340,180,520,1
"2757","24",69,"empathy",2754,380,60,440,1
"2758","24",70,"reciprocity",2290,360,160,520,1
"2759","24",71,"reciprocity",3507,380,40,420,0
"2760","24",72,"reciprocity",1274,60,380,440,1
"2761","24",73,"reciprocity",1293,340,180,520,1
"2762","24",74,"reciprocity",2531,360,160,520,1
"2763","24",75,"reciprocity",1270,300,240,540,1
"2765","24",77,"reciprocity",2758,380,20,400,0
"2766","24",78,"reciprocity",1971,360,120,480,1
