"","ID","trialno","condition","rt","self_poss_loss","other_poss_loss","diff_diff","resp_code"
"5496","16",36,"control",2905,380,60,440,0
"5497","16",37,"control",2350,220,320,540,1
"5498","16",38,"control",2525,360,160,520,1
"5499","16",39,"control",3136,380,40,420,0
"5500","16",40,"multi-motive",1506,380,100,480,1
"5502","16",42,"multi-motive",1385,60,380,440,1
"5503","16",43,"multi-motive",1639,20,380,400,1
"5504","16",44,"multi-motive",1907,160,360,520,1
"5506","16",46,"control",1607,360,160,520,1
"5507","16",47,"control",1149,160,360,520,1
"5508","16",48,"control",1894,100,380,480,0
"5509","16",49,"control",2189,380,20,400,0
"5510","16",50,"control",1388,40,380,420,1
"5511","16",51,"control",1854,240,300,540,1
"5512","16",52,"multi-motive",1047,40,380,420,1
"5513","16",53,"multi-motive",1993,380,40,420,1
"5514","16",54,"multi-motive",1398,380,20,400,1
"5515","16",55,"multi-motive",1603,160,360,520,1
"5516","16",56,"multi-motive",2276,360,120,480,1
"5517","16",57,"multi-motive",1669,380,20,400,1
"5518","16",58,"multi-motive",1383,180,340,520,1
"5519","16",59,"multi-motive",2537,380,60,440,1
"5520","16",60,"multi-motive",1850,380,100,480,1
"5521","16",61,"control",1132,60,380,440,1
"5523","16",63,"control",1456,180,340,520,1
"5524","16",64,"control",1883,20,380,400,1
"5525","16",65,"control",1548,380,40,420,1
"5526","16",66,"control",2937,280,280,560,0
"5527","16",67,"multi-motive",1306,320,220,540,1
"5528","16",68,"multi-motive",1114,20,380,400,1
"5529","16",69,"multi-motive",1526,240,300,540,1
"5530","16",70,"control",1849,20,380,400,1
"5531","16",71,"control",1336,120,360,480,1
"5532","16",72,"control",2826,120,360,480,1
"5533","16",73,"control",1475,280,280,560,1
"5534","16",74,"control",3076,40,380,420,1
"5536","16",76,"control",1406,340,180,520,1
"5537","16",77,"control",2271,380,100,480,0
"5538","16",78,"control",1111,320,220,540,1
"5539","16",79,"multi-motive",1592,360,160,520,1
"5540","16",80,"multi-motive",1390,280,280,560,1
"5541","16",81,"multi-motive",1450,220,320,540,1
"5542","16",82,"multi-motive",1560,300,240,540,1
"5545","17",1,"multi-motive",1088,340,180,520,1
"5546","17",2,"multi-motive",563,40,380,420,1
"5547","17",3,"multi-motive",623,240,300,540,1
"5548","17",4,"multi-motive",934,300,240,540,1
"5549","17",5,"multi-motive",601,100,380,480,1
"5550","17",6,"multi-motive",802,160,360,520,1
"5551","17",7,"control",1191,380,40,420,0
"5552","17",8,"control",1347,160,360,520,1
"5553","17",9,"control",712,60,380,440,1
"5554","17",10,"multi-motive",929,380,100,480,0
"5556","17",12,"multi-motive",653,120,360,480,1
"5557","17",13,"multi-motive",737,380,60,440,0
"5558","17",14,"multi-motive",578,60,380,440,1
"5559","17",15,"multi-motive",946,280,280,560,1
"5560","17",16,"multi-motive",825,320,220,540,1
"5561","17",17,"multi-motive",1104,380,20,400,0
"5562","17",18,"multi-motive",1056,380,100,480,0
"5563","17",19,"multi-motive",1022,220,320,540,1
"5564","17",20,"multi-motive",650,220,320,540,1
"5565","17",21,"multi-motive",821,380,20,400,0
"5566","17",22,"control",624,20,380,400,1
"5567","17",23,"control",869,120,360,480,1
"5568","17",24,"control",895,380,100,480,0
"5569","17",25,"control",1806,100,380,480,1
"5571","17",27,"control",1036,380,20,400,0
"5572","17",28,"control",820,380,20,400,0
"5573","17",29,"control",723,100,380,480,1
"5575","17",31,"control",693,380,40,420,0
"5577","17",33,"control",1505,340,180,520,0
"5578","17",34,"control",1685,240,300,540,0
"5579","17",35,"control",1235,40,380,420,1
"5580","17",36,"control",1247,20,380,400,1
"5581","17",37,"multi-motive",901,120,360,480,1
"5582","17",38,"multi-motive",1304,380,40,420,0
"5583","17",39,"multi-motive",1075,380,40,420,0
"5585","17",41,"control",1511,120,360,480,0
"5586","17",42,"control",738,360,120,480,0
"5587","17",43,"multi-motive",865,20,380,400,1
"5588","17",44,"multi-motive",1920,240,300,540,0
"5589","17",45,"multi-motive",903,180,340,520,1
"5590","17",46,"control",743,220,320,540,0
"5591","17",47,"control",847,300,240,540,0
"5592","17",48,"control",1222,300,240,540,0
"5593","17",49,"control",1266,280,280,560,0
"5594","17",50,"control",749,40,380,420,1
"5595","17",51,"control",1091,220,320,540,1
"5596","17",52,"control",849,360,160,520,0
"5597","17",53,"control",776,320,220,540,0
"5598","17",54,"control",914,240,300,540,0
"5599","17",55,"multi-motive",1083,360,120,480,1
"5601","17",57,"multi-motive",1029,360,120,480,1
"5602","17",58,"multi-motive",1065,40,380,420,1
"5603","17",59,"multi-motive",693,100,380,480,1
"5604","17",60,"multi-motive",727,300,240,540,1
"5605","17",61,"multi-motive",631,20,380,400,1
"5606","17",62,"multi-motive",598,340,180,520,1
"5607","17",63,"multi-motive",888,320,220,540,0
"5608","17",64,"control",1376,360,120,480,0
"5609","17",65,"control",789,380,100,480,0
"5610","17",66,"control",873,360,160,520,0
"5611","17",67,"control",1280,280,280,560,1
"5612","17",68,"control",1122,60,380,440,1
"5613","17",69,"control",1122,180,340,520,0
"5614","17",70,"multi-motive",897,380,60,440,0
"5615","17",71,"multi-motive",1334,360,160,520,0
"5616","17",72,"multi-motive",1049,360,160,520,1
"5617","17",73,"control",1170,180,340,520,1
"5618","17",74,"control",907,160,360,520,1
"5619","17",75,"control",959,380,60,440,0
"5620","17",76,"multi-motive",586,60,380,440,1
"5621","17",77,"multi-motive",569,180,340,520,1
"5622","17",78,"multi-motive",1376,280,280,560,0
"5625","17",81,"multi-motive",730,160,360,520,1
"5627","17",83,"control",1562,340,180,520,0
"5628","17",84,"control",1487,320,220,540,0
"5629","18",1,"multi-motive",2068,360,160,520,1
"5630","18",2,"multi-motive",838,40,380,420,1
"5631","18",3,"multi-motive",2134,380,100,480,0
"5632","18",4,"control",1182,20,380,400,1
"5633","18",5,"control",1260,160,360,520,1
"5634","18",6,"control",1891,120,360,480,1
"5635","18",7,"multi-motive",1058,40,380,420,1
"5636","18",8,"multi-motive",1808,380,40,420,1
"5637","18",9,"multi-motive",759,60,380,440,1
"5638","18",10,"multi-motive",1100,180,340,520,1
"5639","18",11,"multi-motive",1719,380,20,400,1
"5642","18",14,"control",1878,380,100,480,0
"5643","18",15,"control",1150,240,300,540,1
"5645","18",17,"multi-motive",2210,340,180,520,1
"5648","18",20,"multi-motive",1273,380,60,440,1
"5649","18",21,"multi-motive",1025,240,300,540,1
"5650","18",22,"control",994,380,20,400,1
"5651","18",23,"control",3597,340,180,520,1
"5652","18",24,"control",1184,160,360,520,1
"5653","18",25,"control",1900,120,360,480,1
"5654","18",26,"control",887,60,380,440,1
"5655","18",27,"control",3774,180,340,520,1
"5656","18",28,"control",2634,100,380,480,1
"5657","18",29,"control",1811,360,160,520,1
"5658","18",30,"control",2054,360,120,480,1
"5659","18",31,"multi-motive",1385,380,60,440,1
"5660","18",32,"multi-motive",3639,340,180,520,0
"5661","18",33,"multi-motive",1044,160,360,520,1
"5662","18",34,"multi-motive",2725,280,280,560,0
"5663","18",35,"multi-motive",1062,160,360,520,1
"5664","18",36,"multi-motive",3116,300,240,540,1
"5665","18",37,"multi-motive",709,220,320,540,1
"5666","18",38,"multi-motive",977,220,320,540,1
"5667","18",39,"multi-motive",3073,180,340,520,1
"5668","18",40,"control",2571,360,120,480,0
"5670","18",42,"control",2109,220,320,540,1
"5672","18",44,"control",1615,280,280,560,1
"5673","18",45,"control",1701,380,40,420,1
"5675","18",47,"multi-motive",941,320,220,540,1
"5676","18",48,"multi-motive",2185,100,380,480,0
"5678","18",50,"control",1177,240,300,540,1
"5679","18",51,"control",1715,340,180,520,1
"5681","18",53,"control",1208,320,220,540,1
"5682","18",54,"control",779,280,280,560,1
"5684","18",56,"multi-motive",696,120,360,480,1
"5685","18",57,"multi-motive",850,380,40,420,0
"5686","18",58,"multi-motive",907,300,240,540,1
"5687","18",59,"multi-motive",2513,20,380,400,0
"5688","18",60,"multi-motive",929,120,360,480,1
"5689","18",61,"multi-motive",881,280,280,560,1
"5690","18",62,"multi-motive",881,380,20,400,1
"5691","18",63,"multi-motive",2995,360,120,480,1
"5692","18",64,"control",908,100,380,480,1
"5693","18",65,"control",618,300,240,540,1
"5694","18",66,"control",3308,380,60,440,0
"5695","18",67,"control",2984,380,60,440,1
"5696","18",68,"control",3234,380,100,480,1
"5697","18",69,"control",2627,380,40,420,1
"5698","18",70,"control",3311,60,380,440,1
"5699","18",71,"control",898,40,380,420,1
"5700","18",72,"control",2536,300,240,540,1
"5702","18",74,"control",754,220,320,540,1
"5703","18",75,"control",3790,380,20,400,1
"5704","18",76,"multi-motive",985,380,100,480,1
"5705","18",77,"multi-motive",744,20,380,400,1
"5708","18",80,"multi-motive",1293,360,160,520,1
"5709","18",81,"multi-motive",1766,320,220,540,0
"5710","18",82,"control",1790,40,380,420,1
"5712","18",84,"control",691,360,160,520,1
"5713","19",1,"reciprocity",2373,220,320,540,1
"5714","19",2,"reciprocity",3980,300,240,540,0
"5717","19",5,"empathy",963,60,380,440,1
"5719","19",7,"empathy",2815,40,380,420,1
"5720","19",8,"empathy",1098,280,280,560,1
"5721","19",9,"empathy",1655,240,300,540,0
"5722","19",10,"empathy",1007,100,380,480,1
"5723","19",11,"empathy",832,160,360,520,1
"5724","19",12,"empathy",739,100,380,480,1
"5725","19",13,"empathy",1560,380,20,400,0
"5726","19",14,"empathy",748,160,360,520,1
"5727","19",15,"empathy",900,380,40,420,1
"5728","19",16,"empathy",1566,380,60,440,0
"5729","19",17,"empathy",1648,360,120,480,0
"5730","19",18,"empathy",987,380,100,480,0
"5731","19",19,"reciprocity",1642,160,360,520,1
"5732","19",20,"reciprocity",1747,120,360,480,1
"5733","19",21,"reciprocity",1219,240,300,540,0
"5734","19",22,"reciprocity",761,20,380,400,1
"5735","19",23,"reciprocity",2229,120,360,480,0
"5736","19",24,"reciprocity",1920,60,380,440,1
"5737","19",25,"reciprocity",816,160,360,520,1
"5739","19",27,"reciprocity",1021,40,380,420,1
"5740","19",28,"reciprocity",2281,380,40,420,0
"5741","19",29,"reciprocity",1588,360,160,520,0
"5742","19",30,"reciprocity",1809,360,160,520,1
"5743","19",31,"reciprocity",2049,280,280,560,0
"5744","19",32,"reciprocity",899,100,380,480,1
"5745","19",33,"reciprocity",2773,100,380,480,0
"5746","19",34,"empathy",982,180,340,520,1
"5747","19",35,"empathy",1564,340,180,520,1
"5748","19",36,"empathy",2129,60,380,440,1
"5749","19",37,"reciprocity",2808,320,220,540,1
"5750","19",38,"reciprocity",2666,280,280,560,1
"5751","19",39,"reciprocity",1778,380,100,480,0
"5753","19",41,"empathy",2412,340,180,520,0
"5754","19",42,"empathy",2247,360,120,480,0
"5755","19",43,"empathy",1328,300,240,540,1
"5757","19",45,"empathy",3970,380,40,420,0
"5758","19",46,"empathy",2412,220,320,540,1
"5759","19",47,"empathy",3489,120,360,480,1
"5760","19",48,"empathy",1220,40,380,420,1
"5761","19",49,"reciprocity",1022,360,120,480,1
"5762","19",50,"reciprocity",1417,380,60,440,0
"5763","19",51,"reciprocity",2164,380,40,420,0
"5764","19",52,"reciprocity",3364,380,60,440,0
"5765","19",53,"reciprocity",1019,320,220,540,0
"5766","19",54,"reciprocity",2888,40,380,420,1
"5767","19",55,"empathy",1300,20,380,400,1
"5768","19",56,"empathy",1924,360,160,520,0
"5769","19",57,"empathy",2425,380,20,400,1
"5770","19",58,"empathy",2475,320,220,540,1
"5771","19",59,"empathy",1403,380,60,440,1
"5772","19",60,"empathy",1390,360,160,520,1
"5773","19",61,"reciprocity",2060,220,320,540,1
"5775","19",63,"reciprocity",2066,380,20,400,0
"5776","19",64,"reciprocity",1881,240,300,540,1
"5777","19",65,"reciprocity",1403,180,340,520,1
"5778","19",66,"reciprocity",3246,180,340,520,1
"5779","19",67,"reciprocity",3492,20,380,400,1
"5781","19",69,"reciprocity",1949,340,180,520,0
"5782","19",70,"empathy",770,240,300,540,1
"5783","19",71,"empathy",1283,300,240,540,0
"5785","19",73,"empathy",1638,380,100,480,0
"5786","19",74,"empathy",1638,280,280,560,0
"5787","19",75,"empathy",1662,320,220,540,1
"5788","19",76,"reciprocity",959,300,240,540,1
"5789","19",77,"reciprocity",1529,340,180,520,1
"5790","19",78,"reciprocity",1343,380,20,400,0
"5791","19",79,"reciprocity",1392,360,120,480,0
"5792","19",80,"reciprocity",1969,380,100,480,0
"5793","19",81,"reciprocity",2460,60,380,440,1
"5794","19",82,"empathy",1850,180,340,520,0
"5795","19",83,"empathy",1645,120,360,480,1
"5796","19",84,"empathy",2058,220,320,540,1
"5797","20",1,"empathy",2692,380,60,440,1
"5799","20",3,"empathy",1589,280,280,560,0
"5800","20",4,"reciprocity",1454,280,280,560,1
"5801","20",5,"reciprocity",1463,180,340,520,1
"5802","20",6,"reciprocity",2851,380,20,400,0
"5804","20",8,"empathy",1856,180,340,520,0
"5805","20",9,"empathy",1596,220,320,540,1
"5806","20",10,"empathy",1463,60,380,440,1
"5807","20",11,"empathy",1538,280,280,560,1
"5808","20",12,"empathy",1694,380,20,400,1
"5809","20",13,"reciprocity",1692,380,60,440,1
"5810","20",14,"reciprocity",2635,340,180,520,1
"5811","20",15,"reciprocity",2911,100,380,480,0
"5812","20",16,"empathy",2643,20,380,400,1
"5813","20",17,"empathy",1514,100,380,480,0
"5814","20",18,"empathy",2477,380,100,480,1
"5816","20",20,"empathy",2631,240,300,540,0
"5817","20",21,"empathy",3504,120,360,480,0
"5818","20",22,"empathy",1291,40,380,420,1
"5819","20",23,"empathy",2679,300,240,540,1
"5820","20",24,"empathy",2111,380,100,480,0
"5821","20",25,"reciprocity",1643,360,160,520,0
"5822","20",26,"reciprocity",1333,180,340,520,0
"5823","20",27,"reciprocity",2790,120,360,480,1
"5824","20",28,"reciprocity",1715,320,220,540,1
"5825","20",29,"reciprocity",1538,160,360,520,0
"5826","20",30,"reciprocity",3587,60,380,440,0
"5827","20",31,"reciprocity",2400,240,300,540,1
"5829","20",33,"reciprocity",3198,380,20,400,0
"5830","20",34,"empathy",2881,380,40,420,0
"5831","20",35,"empathy",1310,180,340,520,1
"5832","20",36,"empathy",2947,360,160,520,0
"5833","20",37,"reciprocity",1984,380,100,480,1
"5834","20",38,"reciprocity",3130,220,320,540,0
"5835","20",39,"reciprocity",3573,340,180,520,1
"5836","20",40,"empathy",1413,320,220,540,1
"5837","20",41,"empathy",2234,340,180,520,0
"5838","20",42,"empathy",1673,20,380,400,1
"5839","20",43,"empathy",3166,160,360,520,0
"5840","20",44,"empathy",1297,240,300,540,1
"5841","20",45,"empathy",3824,380,40,420,0
"5842","20",46,"reciprocity",1672,360,120,480,0
"5843","20",47,"reciprocity",1382,60,380,440,1
"5844","20",48,"reciprocity",1104,40,380,420,1
"5845","20",49,"empathy",2503,380,60,440,0
"5846","20",50,"empathy",1034,100,380,480,1
"5847","20",51,"empathy",3147,360,160,520,0
"5848","20",52,"reciprocity",1890,380,40,420,0
"5849","20",53,"reciprocity",2268,40,380,420,0
"5850","20",54,"reciprocity",1182,300,240,540,1
"5851","20",55,"empathy",2979,340,180,520,1
"5852","20",56,"empathy",1423,360,120,480,1
"5853","20",57,"empathy",2564,60,380,440,0
"5855","20",59,"reciprocity",1622,240,300,540,0
"5857","20",61,"empathy",3268,380,20,400,0
"5859","20",63,"empathy",2219,320,220,540,0
"5860","20",64,"empathy",2635,360,120,480,0
"5861","20",65,"empathy",1190,300,240,540,0
"5862","20",66,"empathy",1557,220,320,540,0
"5863","20",67,"empathy",2037,160,360,520,1
"5864","20",68,"empathy",3489,40,380,420,1
"5865","20",69,"empathy",2344,120,360,480,0
"5866","20",70,"reciprocity",2982,360,160,520,1
"5868","20",72,"reciprocity",3026,380,40,420,0
"5869","20",73,"reciprocity",1626,20,380,400,1
"5870","20",74,"reciprocity",2627,380,60,440,0
"5871","20",75,"reciprocity",2155,300,240,540,0
"5872","20",76,"reciprocity",1363,320,220,540,0
"5873","20",77,"reciprocity",1473,280,280,560,0
"5874","20",78,"reciprocity",2389,120,360,480,0
"5876","20",80,"reciprocity",2247,360,120,480,1
"5877","20",81,"reciprocity",2391,220,320,540,1
"5878","20",82,"reciprocity",1260,160,360,520,1
"5879","20",83,"reciprocity",1077,380,100,480,0
"5880","20",84,"reciprocity",1708,100,380,480,1
"5965","21",1,"empathy",1328,120,360,480,1
"5966","21",2,"empathy",1213,100,380,480,1
"5967","21",3,"empathy",1387,380,40,420,0
"5968","21",4,"empathy",1924,380,100,480,1
"5969","21",5,"empathy",1746,380,60,440,1
"5970","21",6,"empathy",1264,340,180,520,1
"5971","21",7,"reciprocity",1389,240,300,540,1
"5972","21",8,"reciprocity",1298,280,280,560,1
"5973","21",9,"reciprocity",2338,320,220,540,1
"5975","21",11,"empathy",1378,380,60,440,1
"5976","21",12,"empathy",2093,180,340,520,1
"5977","21",13,"reciprocity",1466,60,380,440,1
"5978","21",14,"reciprocity",1810,380,60,440,0
"5979","21",15,"reciprocity",1803,40,380,420,1
"5980","21",16,"empathy",1447,60,380,440,1
"5981","21",17,"empathy",1787,280,280,560,1
"5982","21",18,"empathy",1644,320,220,540,1
"5983","21",19,"empathy",1502,160,360,520,1
"5984","21",20,"empathy",1687,20,380,400,1
"5985","21",21,"empathy",1470,40,380,420,1
"5986","21",22,"reciprocity",1803,120,360,480,1
"5988","21",24,"reciprocity",1292,40,380,420,1
"5989","21",25,"reciprocity",2557,360,120,480,0
"5990","21",26,"reciprocity",1372,20,380,400,1
"5991","21",27,"reciprocity",1398,300,240,540,1
"5992","21",28,"reciprocity",2708,340,180,520,1
"5993","21",29,"reciprocity",1764,240,300,540,1
"5994","21",30,"reciprocity",2722,360,160,520,0
"5995","21",31,"empathy",1317,120,360,480,1
"5996","21",32,"empathy",1359,220,320,540,1
"5997","21",33,"empathy",1329,40,380,420,1
"5998","21",34,"reciprocity",1558,380,40,420,0
"5999","21",35,"reciprocity",930,100,380,480,1
"6000","21",36,"reciprocity",2195,300,240,540,1
"6001","21",37,"empathy",1533,340,180,520,1
"6002","21",38,"empathy",1482,100,380,480,1
"6003","21",39,"empathy",2020,380,20,400,0
"6004","21",40,"reciprocity",1433,120,360,480,1
"6005","21",41,"reciprocity",1579,180,340,520,1
"6006","21",42,"reciprocity",2963,320,220,540,1
"6007","21",43,"reciprocity",1473,380,40,420,0
"6010","21",46,"empathy",2046,320,220,540,1
"6011","21",47,"empathy",1660,280,280,560,1
"6012","21",48,"empathy",1404,300,240,540,1
"6013","21",49,"reciprocity",1343,160,360,520,1
"6014","21",50,"reciprocity",2391,360,120,480,0
"6015","21",51,"reciprocity",1217,180,340,520,1
"6016","21",52,"empathy",1262,240,300,540,1
"6017","21",53,"empathy",1378,360,160,520,1
"6020","21",56,"reciprocity",1342,220,320,540,1
"6021","21",57,"reciprocity",1225,60,380,440,1
"6022","21",58,"empathy",1464,220,320,540,1
"6023","21",59,"empathy",2870,360,120,480,1
"6024","21",60,"empathy",1394,60,380,440,1
"6025","21",61,"reciprocity",2406,380,100,480,0
"6026","21",62,"reciprocity",1072,20,380,400,1
"6027","21",63,"reciprocity",1900,340,180,520,1
"6028","21",64,"reciprocity",1665,380,20,400,1
"6029","21",65,"reciprocity",1415,160,360,520,1
"6030","21",66,"reciprocity",1405,280,280,560,1
"6031","21",67,"empathy",1473,180,340,520,1
"6033","21",69,"empathy",1851,360,160,520,1
"6034","21",70,"reciprocity",1869,220,320,540,1
"6035","21",71,"reciprocity",1665,380,100,480,1
"6036","21",72,"reciprocity",2210,380,20,400,1
"6037","21",73,"empathy",1752,240,300,540,1
"6038","21",74,"empathy",2426,360,120,480,0
"6039","21",75,"empathy",2256,380,20,400,0
"6040","21",76,"empathy",2071,380,40,420,1
"6041","21",77,"empathy",2183,160,360,520,1
"6042","21",78,"empathy",1499,20,380,400,1
"6044","21",80,"empathy",1592,300,240,540,1
"6045","21",81,"empathy",1991,380,100,480,0
"6046","21",82,"reciprocity",2712,380,60,440,1
"6047","21",83,"reciprocity",1717,100,380,480,1
"6048","21",84,"reciprocity",3311,360,160,520,1
"6049","22",1,"multi-motive",2465,120,360,480,1
"6050","22",2,"multi-motive",2583,60,380,440,1
"6051","22",3,"multi-motive",2162,220,320,540,1
"6052","22",4,"control",1477,380,20,400,1
"6053","22",5,"control",2325,180,340,520,0
"6054","22",6,"control",2739,380,100,480,0
"6055","22",7,"multi-motive",2334,320,220,540,1
"6056","22",8,"multi-motive",1946,380,60,440,1
"6057","22",9,"multi-motive",3099,380,20,400,0
"6059","22",11,"control",1867,20,380,400,1
"6060","22",12,"control",1629,40,380,420,1
"6061","22",13,"control",2375,380,100,480,0
"6062","22",14,"control",1634,300,240,540,0
"6063","22",15,"control",1297,100,380,480,1
"6064","22",16,"multi-motive",1647,360,160,520,1
"6065","22",17,"multi-motive",2614,240,300,540,1
"6066","22",18,"multi-motive",2473,340,180,520,0
"6069","22",21,"multi-motive",1430,360,120,480,1
"6070","22",22,"control",1776,360,120,480,1
"6072","22",24,"control",2934,240,300,540,0
"6073","22",25,"control",1578,340,180,520,0
"6074","22",26,"control",1715,240,300,540,0
"6075","22",27,"control",3150,220,320,540,0
"6076","22",28,"multi-motive",1876,300,240,540,1
"6077","22",29,"multi-motive",2509,60,380,440,1
"6079","22",31,"control",2284,380,40,420,0
"6080","22",32,"control",1938,320,220,540,0
"6081","22",33,"control",2197,60,380,440,1
"6082","22",34,"control",2845,60,380,440,0
"6084","22",36,"control",1104,180,340,520,1
"6085","22",37,"multi-motive",2899,180,340,520,1
"6086","22",38,"multi-motive",2907,180,340,520,0
"6088","22",40,"control",2700,120,360,480,0
"6089","22",41,"control",2105,20,380,400,1
"6090","22",42,"control",2273,380,60,440,0
"6092","22",44,"multi-motive",2968,340,180,520,1
"6093","22",45,"multi-motive",2167,320,220,540,0
"6094","22",46,"multi-motive",2697,20,380,400,1
"6095","22",47,"multi-motive",2690,380,60,440,1
"6096","22",48,"multi-motive",3446,220,320,540,0
"6097","22",49,"control",1784,280,280,560,0
"6098","22",50,"control",3071,320,220,540,0
"6099","22",51,"control",3112,340,180,520,1
"6100","22",52,"control",2909,120,360,480,1
"6101","22",53,"control",3391,300,240,540,1
"6102","22",54,"control",2955,360,160,520,0
"6103","22",55,"multi-motive",2086,380,40,420,1
"6104","22",56,"multi-motive",2193,20,380,400,1
"6105","22",57,"multi-motive",1896,160,360,520,1
"6106","22",58,"multi-motive",2803,360,160,520,1
"6107","22",59,"multi-motive",2142,280,280,560,1
"6108","22",60,"multi-motive",978,40,380,420,1
"6109","22",61,"multi-motive",1714,280,280,560,0
"6110","22",62,"multi-motive",1099,100,380,480,1
"6111","22",63,"multi-motive",1772,380,20,400,1
"6112","22",64,"multi-motive",1521,360,120,480,1
"6113","22",65,"multi-motive",1668,380,100,480,1
"6114","22",66,"multi-motive",2121,380,40,420,1
"6115","22",67,"control",1902,360,160,520,1
"6116","22",68,"control",2140,160,360,520,0
"6117","22",69,"control",2380,40,380,420,0
"6118","22",70,"multi-motive",1689,240,300,540,1
"6119","22",71,"multi-motive",1360,160,360,520,1
"6120","22",72,"multi-motive",1969,40,380,420,1
"6121","22",73,"control",2667,160,360,520,1
"6122","22",74,"control",1985,100,380,480,0
"6123","22",75,"control",2327,380,60,440,1
"6124","22",76,"control",1952,380,20,400,0
"6125","22",77,"control",2067,280,280,560,1
"6126","22",78,"control",1539,380,40,420,0
"6128","22",80,"control",1953,360,120,480,0
"6129","22",81,"control",1671,220,320,540,0
"6130","22",82,"multi-motive",2715,100,380,480,1
"6131","22",83,"multi-motive",1683,120,360,480,1
"6132","22",84,"multi-motive",2639,380,100,480,1
"6133","23",1,"multi-motive",1028,300,240,540,1
"6134","23",2,"multi-motive",1036,380,20,400,1
"6135","23",3,"multi-motive",909,100,380,480,1
"6136","23",4,"multi-motive",1562,20,380,400,1
"6137","23",5,"multi-motive",1211,380,100,480,1
"6138","23",6,"multi-motive",1462,60,380,440,1
"6139","23",7,"control",1131,380,60,440,1
"6140","23",8,"control",1203,280,280,560,1
"6141","23",9,"control",1180,60,380,440,1
"6143","23",11,"control",1022,380,100,480,1
"6144","23",12,"control",1413,340,180,520,1
"6146","23",14,"control",781,360,160,520,1
"6148","23",16,"multi-motive",746,120,360,480,1
"6149","23",17,"multi-motive",1223,40,380,420,1
"6151","23",19,"multi-motive",1077,340,180,520,1
"6152","23",20,"multi-motive",1287,360,120,480,0
"6154","23",22,"multi-motive",972,380,60,440,1
"6155","23",23,"multi-motive",1485,340,180,520,1
"6156","23",24,"multi-motive",749,40,380,420,1
"6157","23",25,"control",783,180,340,520,1
"6158","23",26,"control",1188,380,40,420,1
"6159","23",27,"control",1220,280,280,560,1
"6160","23",28,"control",1567,380,60,440,1
"6161","23",29,"control",1464,100,380,480,1
"6162","23",30,"control",755,60,380,440,1
"6163","23",31,"multi-motive",1227,20,380,400,1
"6165","23",33,"multi-motive",1512,240,300,540,0
"6166","23",34,"multi-motive",1115,240,300,540,1
"6167","23",35,"multi-motive",847,360,120,480,1
"6168","23",36,"multi-motive",903,180,340,520,1
"6169","23",37,"control",1533,40,380,420,1
"6170","23",38,"control",994,360,120,480,1
"6171","23",39,"control",956,220,320,540,1
"6172","23",40,"multi-motive",1372,180,340,520,1
"6173","23",41,"multi-motive",858,280,280,560,1
"6174","23",42,"multi-motive",932,300,240,540,1
"6175","23",43,"multi-motive",1114,360,160,520,0
"6176","23",44,"multi-motive",948,380,60,440,1
"6177","23",45,"multi-motive",1152,320,220,540,1
"6178","23",46,"multi-motive",1329,380,40,420,1
"6179","23",47,"multi-motive",1800,320,220,540,1
"6180","23",48,"multi-motive",1872,160,360,520,0
"6181","23",49,"control",934,300,240,540,1
"6182","23",50,"control",1828,360,160,520,1
"6183","23",51,"control",2521,380,20,400,0
"6184","23",52,"control",1879,320,220,540,1
"6186","23",54,"control",825,240,300,540,1
"6187","23",55,"control",797,160,360,520,1
"6188","23",56,"control",2054,380,40,420,1
"6189","23",57,"control",2131,160,360,520,1
"6190","23",58,"control",1413,100,380,480,1
"6191","23",59,"control",1017,20,380,400,1
"6192","23",60,"control",1422,380,100,480,1
"6193","23",61,"control",1849,360,120,480,1
"6194","23",62,"control",1019,180,340,520,1
"6195","23",63,"control",1010,320,220,540,1
"6196","23",64,"multi-motive",990,100,380,480,1
"6197","23",65,"multi-motive",794,60,380,440,1
"6198","23",66,"multi-motive",1646,220,320,540,0
"6199","23",67,"multi-motive",1486,120,360,480,1
"6200","23",68,"multi-motive",1819,280,280,560,1
"6202","23",70,"control",1136,40,380,420,1
"6203","23",71,"control",1553,380,20,400,1
"6206","23",74,"multi-motive",868,360,160,520,1
"6207","23",75,"multi-motive",1948,380,20,400,0
"6208","23",76,"control",1601,300,240,540,1
"6209","23",77,"control",670,20,380,400,1
"6210","23",78,"control",729,120,360,480,1
"6211","23",79,"multi-motive",993,160,360,520,1
"6212","23",80,"multi-motive",1080,380,40,420,1
"6213","23",81,"multi-motive",1200,380,100,480,1
"6214","23",82,"control",960,120,360,480,1
"6215","23",83,"control",1237,240,300,540,1
"6216","23",84,"control",934,340,180,520,1
"6217","24",1,"multi-motive",2787,360,120,480,0
"6218","24",2,"multi-motive",2292,240,300,540,1
"6220","24",4,"multi-motive",1183,220,320,540,1
"6221","24",5,"multi-motive",3080,240,300,540,0
"6222","24",6,"multi-motive",1343,380,20,400,1
"6223","24",7,"control",2676,380,60,440,0
"6225","24",9,"control",1736,40,380,420,0
"6226","24",10,"control",2101,20,380,400,0
"6227","24",11,"control",1428,100,380,480,1
"6230","24",14,"multi-motive",939,100,380,480,1
"6231","24",15,"multi-motive",3086,180,340,520,1
"6232","24",16,"multi-motive",2391,380,20,400,0
"6234","24",18,"multi-motive",2123,160,360,520,1
"6235","24",19,"control",3648,360,160,520,1
